feature_id,feature_category,feature_name,subfeature_name,phase_class,purpose,input_name,input_type,unit,default_value,constraint,options,automatic_decision,validation_rule,process,calculation_reference,output,report,drawing,integration,upstream_feature,downstream_feature,manual_id,pdf_page,book_page,section,screen_name,table_name,figure_name,classification,evidence_text_summary,interpretation,unknowns,oss_mapping,adoption_candidate,status
F4-6-011,gsp_output,ＣＡＤデータ（ＧＳＰ）逐次作成,NONE,Phase1_required,ＣＡＤデータ（ＧＳＰ）逐次作成,図面作成ボタン,NONE,NONE,NONE,ガイドに従って実行,NONE,各図面逐次生成,NONE,NONE,NONE,GSPファイル,NONE,GSP,NONE,NONE,NONE,MAN-021,19,NONE,2-3-2,NONE,NONE,NONE,Evidence,図面作成の各ボタンで、ＣＡＤデータ（ＧＳＰデータ）が逐次作成されていきます,NONE,NONE,NONE,NONE,extracted
F4-6-012,dwg_output,GSP→DWG変換,NONE,Phase1_required,GSP→DWG変換,AutoCAD変換ボタン,NONE,NONE,NONE,初期設定で「AutoCAD データを出力する」に指定,NONE,GSP→DWG変換,NONE,NONE,NONE,DWGファイル,NONE,DWG,AutoCAD,NONE,NONE,MAN-021,20,NONE,2-3-2,NONE,NONE,NONE,Evidence,ＧＳＰデータから AutoCAD データに変換します,NONE,NONE,NONE,external dep stated: AutoCAD — not auto-adopt as OSS requirement,extracted
F4-6-013,material_output,材料出力NPDATA.txt,NONE,Phase1_required,材料出力NPDATA.txt,材料出力ボタン,NONE,NONE,NONE,クリック実行,NONE,NPDATA.txt生成,NONE,NONE,NONE,NPDATA.txt,NONE,NONE,NONE,NONE,NONE,MAN-021,20,NONE,2-3-2,NONE,NONE,NONE,Evidence,「材料出力」ボタンをクリックし、材料データ（NPDATA.txt）を生成します,NONE,NONE,NONE,NONE,extracted
F4-6-014,y_mater_link,y-Mater材料計算システム連携,NONE,Phase1_required,y-Mater材料計算システム連携,NPDATA.txt,NONE,NONE,NONE,y-Materで読み込み,NONE,y-Mater連携,NONE,NONE,NONE,材料計算結果,NONE,NONE,y-Mater,NONE,NONE,MAN-021,20,NONE,2-3-2,NONE,NONE,NONE,Evidence,このデータを、別プログラムのｙ－Mater「材料計算システム」が読み込み材料計算を行うことができます,NONE,NONE,NONE,external dep stated: y-Mater — not auto-adopt as OSS requirement,extracted
F4-6-015,cad_output,AutoCADデータ表示と修正,NONE,Phase1_required,AutoCADデータ表示と修正,AutoCAD データ,NONE,NONE,NONE,AutoCADで編集・印刷,NONE,AutoCAD編集,NONE,NONE,NONE,CAD図面,NONE,NONE,AutoCAD,NONE,NONE,MAN-021,20,NONE,2-3-3,NONE,NONE,NONE,Evidence,AutoＣＡＤにて行って下さい,NONE,NONE,NONE,external dep stated: AutoCAD — not auto-adopt as OSS requirement,extracted
F4-6-016,cad_output,中間ファイル（ＧＳＰ）表示と修正,NONE,Phase1_required,中間ファイル（ＧＳＰ）表示と修正,ＧＳＰデータ,NONE,NONE,NONE,RCCADで編集,NONE,RCCAD編集,NONE,NONE,NONE,CAD図面,NONE,GSP,RCCAD,NONE,NONE,MAN-021,20,NONE,2-3-3,NONE,NONE,NONE,Evidence,ＹＴＩ販売のＲＣＣＡＤにて行って下さい,NONE,NONE,NONE,external dep stated: RCCAD — not auto-adopt as OSS requirement,extracted
F4-6-017,drawing,図面描画機能,NONE,Phase1_required,図面描画機能,描画対象,NONE,NONE,NONE,各描画対象を選択,NONE,NONE,NONE,NONE,NONE,図面描画,NONE,DWG/GSP,AutoCAD/RCCAD,NONE,NONE,MAN-021,24,NONE,3-5,NONE,NONE,NONE,Evidence,主桁、横桁、縦桁、ブラケット、側縦桁、鋼床版デッキ、対傾構、横構、ダイヤフラム、横リブを描画,NONE,NONE,NONE,external dep stated: AutoCAD/RCCAD — not auto-adopt as OSS requirement,extracted
F4-6-018,drawing,キャンバー図・配置図,NONE,Phase1_required,キャンバー図・配置図,キャンバー図,NONE,NONE,NONE,SuperDesignerで描画,NONE,NONE,NONE,NONE,NONE,キャンバー図,NONE,NONE,NONE,NONE,NONE,MAN-021,24,NONE,3-5,NONE,NONE,NONE,Evidence,キャンバー図、配置図（キャンバー図はSuperDesignerでの描画となります）,NONE,NONE,NONE,NONE,extracted
F4-6-019,steel_weight,鋼重計算機能,NONE,Phase1_required,鋼重計算機能,鋼重計算,NONE,NONE,NONE,概略計算,NONE,NONE,NONE,NONE,NONE,鋼重計算結果,NONE,NONE,NONE,NONE,NONE,MAN-021,22,NONE,3-3,NONE,NONE,NONE,Evidence,鋼重計算：図面処理を行わない段階での概略の鋼重計算機能,NONE,NONE,NONE,NONE,extracted
F4-6-020,cad_output,ＣＡＤデータ出力機能,NONE,Phase1_required,ＣＡＤデータ出力機能,ＣＡＤデータ出力,NONE,NONE,NONE,骨組平面図/構造断面図/断面力図,NONE,NONE,NONE,NONE,NONE,ＣＡＤデータ,NONE,NONE,AutoCAD,NONE,NONE,MAN-021,22,NONE,3-3,NONE,NONE,NONE,Evidence,ＣＡＤデータ出力：骨組平面図、構造断面図、断面力図,NONE,NONE,NONE,external dep stated: AutoCAD — not auto-adopt as OSS requirement,extracted
F4-6-021,audit_trail,ISO9000的管理-設計データ管理,NONE,Phase1_required,ISO9000的管理-設計データ管理,設計データ（MS-Access）,NONE,NONE,NONE,自動記録,NONE,設計者/責任者/バージョン/実行日時/変更記録を保管,NONE,NONE,NONE,設計管理データ,NONE,NONE,MS-Access,NONE,NONE,MAN-021,21,NONE,3-1,NONE,NONE,NONE,Evidence,設計者と責任者の氏名、各プログラムのバージョン番号と実行日時、設計変更などのユーザ記録などが保管され設計業務の管理業務を支援します,NONE,NONE,NONE,external dep stated: MS-Access — not auto-adopt as OSS requirement,extracted
F4-6-022,user_record,ユーザ記録,NONE,Phase1_required,ユーザ記録,設計データ（MS-Access）,NONE,NONE,NONE,自動記録,NONE,設計変更等ユーザ記録を保管,NONE,NONE,NONE,ユーザ記録,NONE,NONE,MS-Access,NONE,NONE,MAN-021,21,NONE,3-1,NONE,NONE,NONE,Evidence,設計変更などのユーザ記録などが保管され設計業務の管理業務を支援します,NONE,NONE,NONE,external dep stated: MS-Access — not auto-adopt as OSS requirement,extracted
F4-6-023,version_record,バージョン番号と実行日時記録,NONE,Phase1_required,バージョン番号と実行日時記録,設計データ（MS-Access）,NONE,NONE,NONE,自動記録,NONE,バージョン番号と実行日時を記録,NONE,NONE,NONE,バージョン情報,NONE,NONE,MS-Access,NONE,NONE,MAN-021,21,NONE,3-1,NONE,NONE,NONE,Evidence,各プログラムのバージョン番号と実行日時,NONE,NONE,NONE,external dep stated: MS-Access — not auto-adopt as OSS requirement,extracted
F4-6-024,dxf_output,DXFデータ出力,NONE,Phase1_required,DXFデータ出力,ＤＸＦデータ,NONE,NONE,NONE,DXF形式で出力,NONE,DXFデータ生成,NONE,NONE,NONE,DXFファイル,NONE,DXF,AutoCAD,NONE,NONE,MAN-021,28,NONE,4-2-1,NONE,NONE,NONE,Evidence,作成するＤＸＦデータはAutoCAD R13J以降、またはAutoCAD LT95以降で編集・印刷ができます,NONE,NONE,NONE,external dep stated: AutoCAD — not auto-adopt as OSS requirement,extracted
F4-6-025,calculation_report,rtf計算書のエラーおよびワーニング表示,NONE,Phase1_required,rtf計算書のエラーおよびワーニング表示,[エラー内容]/[ワーニング内容],NONE,NONE,NONE,赤文字/ピンク字で表示,NONE,エラー/ワーニング出力,NONE,NONE,NONE,計算書注記,RTF,NONE,NONE,NONE,NONE,MAN-021,27,NONE,4-1,NONE,NONE,NONE,Evidence,ｒｔｆ計算書のエラーおよびワーニング表示は次のように出力されています,NONE,NONE,NONE,NONE,extracted
F4-6-026,check_list,照査リスト,NONE,Phase1_required,照査リスト,照査リスト,NONE,NONE,NONE,Excel上にサマリー出力,NONE,NONE,NONE,NONE,NONE,照査結果サマリー,Excel,NONE,MS-Excel,NONE,NONE,MAN-021,29,NONE,4-3-1,NONE,NONE,NONE,Evidence,SuperDesigner から「照査リスト」を実行すると、Excel 上に設計結果の照査結果がサマリーとして出力されます,NONE,NONE,NONE,external dep stated: MS-Excel — not auto-adopt as OSS requirement,extracted
F4-6-027,drawing,図面描画機能-主桁,NONE,Phase1_required,図面描画機能-主桁,主桁描画,NONE,NONE,NONE,箱桁は4面描画対応,NONE,NONE,NONE,NONE,NONE,主桁図面,NONE,DWG/GSP,AutoCAD/RCCAD,NONE,NONE,MAN-021,24,NONE,3-5,NONE,NONE,NONE,Evidence,主桁：箱桁は標準用の描画と、上下フランジと左右ウェブの４面描画機能,NONE,NONE,NONE,external dep stated: AutoCAD/RCCAD — not auto-adopt as OSS requirement,extracted
F4-6-028,drawing,図面描画機能-鋼床版デッキ,NONE,Phase1_optional,図面描画機能-鋼床版デッキ,鋼床版デッキ描画,NONE,NONE,NONE,ブロック単位/NONE,NONE,NONE,NONE,NONE,NONE,鋼床版デッキ図面,NONE,DWG/GSP,AutoCAD/RCCAD,NONE,NONE,MAN-021,24,NONE,3-5,NONE,NONE,NONE,Evidence,鋼床版デッキ：ブロック単位描画、継ぎ手は縦継ぎ・横継ぎともに溶接および高力ボルト描画機能,NONE,Phase1非合成RCでは鋼床版描画は将来寄り候補,NONE,external dep stated: AutoCAD/RCCAD — not auto-adopt as OSS requirement,extracted
F4-6-029,drawing,図面描画機能-添接,NONE,Phase1_required,図面描画機能-添接,主桁添接描画,NONE,NONE,NONE,一体描画/別図描画から選択,NONE,NONE,NONE,NONE,NONE,主桁添接図面,NONE,DWG/GSP,AutoCAD/RCCAD,NONE,NONE,MAN-021,24,NONE,3-5,NONE,NONE,NONE,Evidence,主桁添接：主桁図に一体描画、別図描画機能,NONE,NONE,NONE,external dep stated: AutoCAD/RCCAD — not auto-adopt as OSS requirement,extracted
F4-6-030,drawing,描画制限事項,NONE,Phase1_required,描画制限事項,描画制限,NONE,NONE,NONE,各制約あり,NONE,対応/非対応あり,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,MAN-021,24,NONE,3-5,NONE,NONE,NONE,Evidence,主桁フランジ内逃げは主桁図のみ対応、断面変化=添接位置はフィラープレート作成機能あり、梯形断面は斜腹板は投影で描画,NONE,UNKNOWN,NONE,NONE,extracted
F4-6-031,drawing,鋼床版描画制限,NONE,Phase1_optional,鋼床版描画制限,鋼床版描画制限,NONE,NONE,NONE,ブロック数制限あり,NONE,描画可能範囲,NONE,NONE,NONE,钢床版図面,NONE,DWG/GSP,AutoCAD/RCCAD,NONE,NONE,MAN-021,24,NONE,3-5,NONE,NONE,NONE,Evidence,鋼床版デッキ：継ぎ手線の交差部の添接板描画不可、ブロック単位での描画、ボルト締めは４ブロックまで溶接は６ブロックまで,NONE,Phase1非合成RCでは鋼床版描画は将来寄り候補,NONE,external dep stated: AutoCAD/RCCAD — not auto-adopt as OSS requirement,extracted
F4-6-032,steel_weight,鋼重計算プログラム起動,NONE,Phase1_required,鋼重計算プログラム起動,鋼重計算ボタン,NONE,NONE,NONE,クリックで起動,NONE,NONE,NONE,NONE,NONE,鋼重計算メイン画面,NONE,NONE,NONE,NONE,NONE,MAN-013,3,NONE,1,NONE,NONE,NONE,Evidence,コントロールプログラムより「鋼重計算」ボタンをクリックすると、プログラムを起動しメイン画面が表示されます,NONE,NONE,NONE,NONE,extracted
F4-6-033,steel_weight,全体鋼重概算計算,NONE,Phase1_required,全体鋼重概算計算,設計データ（板幅/板厚/板長）,NONE,NONE,NONE,図面作成なしで概算,NONE,設計データから概算鋼重,NONE,NONE,NONE,全体鋼重結果,NONE,NONE,NONE,NONE,NONE,MAN-013,3,NONE,1,NONE,NONE,NONE,Evidence,「全体鋼重」プログラムの機能は、設計データ（板幅、板厚、板長等）より図面を作成せず、概略的な全体鋼重を計算します,NONE,NONE,NONE,NONE,extracted
F4-6-034,steel_weight,ブロック鋼重,NONE,Phase1_required,ブロック鋼重,ブロック重量ボタン,NONE,NONE,NONE,クリックで確認,NONE,概算ブロック鋼重算出,NONE,NONE,NONE,ブロック鋼重,NONE,NONE,NONE,NONE,NONE,MAN-013,3,NONE,1,NONE,NONE,NONE,Evidence,「ブロック重量」をクリックすると、概算ブロック鋼重が確認出来ます,NONE,NONE,NONE,NONE,extracted
F4-6-035,steel_weight,鋼重算出-主桁断面/添接板/ボルト本数/補剛材断面,NONE,Phase1_required,鋼重算出-主桁断面/添接板/ボルト本数/補剛材断面,設計データ,NONE,NONE,NONE,主桁断面/添接板/ボルト本数/補剛材断面を考慮,NONE,主桁鋼重計算,NONE,NONE,NONE,主桁鋼重,NONE,NONE,NONE,NONE,NONE,MAN-013,3,NONE,1,NONE,NONE,NONE,Evidence,主桁については、主桁断面・添接板・ボルト本数・補剛材断面を考慮し鋼重を計算しております,NONE,NONE,NONE,NONE,extracted
F4-6-036,steel_weight,割増係数ユーザー指定,NONE,Phase1_required,割増係数ユーザー指定,割増係数,NONE,NONE,NONE,デフォルト値/ユーザー指定可,NONE,経験値デフォルト,NONE,NONE,NONE,鋼重計算結果,NONE,NONE,NONE,NONE,NONE,MAN-013,3,NONE,1,NONE,NONE,NONE,Evidence,割増係数について、経験値的なものをデフォルトとしておりますが、ユーザーにより、指定も指定可能となっております,NONE,NONE,NONE,NONE,extracted
F4-6-037,y_mater_link,概算鋼重算出根拠のｙ-Mater出力,NONE,Phase1_required,概算鋼重算出根拠のｙ-Mater出力,ｙ-Mater データ作成ボタン,NONE,NONE,NONE,クリックで出力,NONE,概算鋼重根拠をy-Mater出力,NONE,NONE,NONE,y-Mater出力データ,NONE,NONE,y-Mater,NONE,NONE,MAN-013,4,NONE,1.1,NONE,NONE,NONE,Evidence,算出根拠として、ｙ－Mater データを出力出来ます,NONE,NONE,NONE,external dep stated: y-Mater — not auto-adopt as OSS requirement,extracted
F4-6-038,y_mater_link,y-Mater材料テキストファイル読込,NONE,Phase1_required,y-Mater材料テキストファイル読込,材料テキｽﾄﾌｧｲﾙ（Weight.txt）,NONE,NONE,NONE,y-Materで読み込み設定,NONE,y-Mater連携,NONE,NONE,NONE,y-Materデータ,NONE,NONE,y-Mater,NONE,NONE,MAN-013,4,NONE,1.1,NONE,NONE,NONE,Evidence,ｙ－Mater を起動、ファイル‑材料ﾃｷｽﾄﾌｧｲﾙ読込‑材料ﾃｷｽﾄﾌｧｲﾙ→y－Mater データを選択,NONE,NONE,NONE,external dep stated: y-Mater — not auto-adopt as OSS requirement,extracted
F4-6-039,material_output,概算鋼重算出根拠をｙ-Mater出力に出力,NONE,Phase1_required,概算鋼重算出根拠をｙ-Mater出力に出力,ｙ-Mater出力,NONE,NONE,NONE,各種設定項目を指定,NONE,y-Mater出力生成,NONE,NONE,NONE,材料計算結果,NONE,NONE,y-Mater,NONE,NONE,MAN-013,4,NONE,1.1,NONE,NONE,NONE,Evidence,概算鋼重算出根拠をｙ－Mater 出力に出力する事が出来ます,NONE,NONE,NONE,external dep stated: y-Mater — not auto-adopt as OSS requirement,extracted
F4-6-040,steel_weight,実鋼重(概算値)の反映,NONE,Phase1_required,実鋼重(概算値)の反映,全体鋼重終了時ダイアログ,NONE,NONE,NONE,はい/いいえで選択,NONE,概算鋼重を解析データに反映,NONE,NONE,NONE,仮定鋼重（実鋼重）,NONE,NONE,NONE,NONE,NONE,MAN-013,5,NONE,2,NONE,NONE,NONE,Evidence,「全体鋼重」にて計算した概略鋼重の結果が、「解析データ作成」‑「仮定鋼重」‑ 実鋼重 項目に反映されます,NONE,NONE,NONE,NONE,extracted
F4-6-041,calculation_report,設計計算書,NONE,Phase1_required,設計計算書,計算＆出力メニュー,NONE,NONE,NONE,詳細計算書・一覧計算書・サマリー計算書から選択,NONE,NONE,NONE,NONE,NONE,設計計算書,NONE,NONE,MS-Word,NONE,NONE,MAN-002,11,NONE,3.3-1,NONE,NONE,NONE,Evidence,計算書および実行方法としては、各プログラムに「計算＆出力」メニューがありますので、計算書形式を選び出力した顶く形となっております,NONE,NONE,NONE,external dep stated: MS-Word — not auto-adopt as OSS requirement,extracted
F4-6-042,detailed_report,詳細計算書,NONE,Phase1_required,詳細計算書,計算書形式,NONE,NONE,NONE,詳細計算書を選択,NONE,NONE,NONE,NONE,NONE,詳細計算書,NONE,NONE,MS-Word,NONE,NONE,MAN-002,11,NONE,3.3-1,NONE,NONE,NONE,Interpretation,詳細計算書,paraphrase; keywords match source,NONE,NONE,external dep stated: MS-Word — not auto-adopt as OSS requirement,extracted
F4-6-043,summary_report,サマリー計算書,NONE,Phase1_required,サマリー計算書,計算書形式,NONE,NONE,NONE,サマリー計算書を選択,NONE,NONE,NONE,NONE,NONE,サマリー計算書,NONE,NONE,MS-Word,NONE,NONE,MAN-002,11,NONE,3.3-1,NONE,NONE,NONE,Interpretation,サマリー計算書,paraphrase; keywords match source,NONE,NONE,external dep stated: MS-Word — not auto-adopt as OSS requirement,extracted
F4-6-044,calculation_report,計算書はMicrosoft Word形式,NONE,Phase1_required,計算書はMicrosoft Word形式,計算書,NONE,NONE,NONE,MS-Word/MS-Excel/AutoCAD形式,NONE,NONE,NONE,NONE,NONE,計算書,MS-Word/Excel/AutoCAD,NONE,MS-Word/MS-Excel/AutoCAD,NONE,NONE,MAN-002,11,NONE,3.3,NONE,NONE,NONE,Evidence,基本上 ＡＰＯＬＯ システムより出力される計算書は、Microsoft Word 形式により出力されます（一部 Microsoft Excel、AutoCAD 形式）,NONE,NONE,NONE,external dep stated: MS-Word/MS-Excel/AutoCAD — not auto-adopt as OSS requirement,extracted
F4-6-045,drawing,図形計算書,NONE,Phase1_required,図形計算書,図形計算書,NONE,NONE,NONE,印刷プレビュー表示,NONE,NONE,NONE,NONE,NONE,図形計算書,NONE,DXF,DXF出力,NONE,NONE,MAN-002,12,NONE,3.3-2,NONE,NONE,NONE,Evidence,設計計算結果の応力図、側面図等の結果確認方法および出力方法は、各図形計算書の出力メニュー・出力ボタンをクリック,NONE,NONE,NONE,external dep stated: DXF出力 — not auto-adopt as OSS requirement,extracted
F4-6-046,dxf_output,図形計算書DXF出力,NONE,Phase1_required,図形計算書DXF出力,ＤＸＦ 出力ボタン,NONE,NONE,NONE,クリックでDXF出力,NONE,DXFファイル出力,NONE,NONE,NONE,DXFファイル,NONE,DXF,DXF出力,NONE,NONE,MAN-002,12,NONE,3.3-2,NONE,NONE,NONE,Evidence,「ＤＸＦ 出力」により描画されているデータを DXF ファイルに出力出来,NONE,NONE,NONE,external dep stated: DXF出力 — not auto-adopt as OSS requirement,extracted
F4-6-047,check_list,照査リスト,NONE,Phase1_required,照査リスト,照査リスト,NONE,NONE,NONE,一覧出力,NONE,NONE,NONE,NONE,NONE,照査リスト,NONE,NONE,UNKNOWN,NONE,NONE,MAN-002,9,NONE,2.1-2,NONE,NONE,NONE,Evidence,照査リスト：自動設計結果のチェック項目を一覧で出力します,NONE,NONE,NONE,external dep stated: UNKNOWN — not auto-adopt as OSS requirement,extracted
F4-6-048,steel_weight,鋼重計算,NONE,Phase1_required,鋼重計算,鋼重計算,NONE,NONE,NONE,図面作成なしで概算,NONE,設計データから概算鋼重,NONE,NONE,NONE,鋼重計算結果,NONE,NONE,NONE,NONE,NONE,MAN-002,8,NONE,2.1-2,NONE,NONE,NONE,Evidence,鋼重計算：設計データ（板幅、板厚、板長等）より図面を作成せず、概略的な全体鋼重を計算します,NONE,NONE,NONE,NONE,extracted
F4-6-049,calculation_report,荷重強度図出力,NONE,Phase1_required,荷重強度図出力,荷重強度図,NONE,NONE,NONE,RTF/DXFで出力,NONE,荷重強度図ファイル出力,NONE,NONE,NONE,荷重強度図,RTF/DXF,RTF/DXF,RTF/DXF出力,NONE,NONE,MAN-007,3,NONE,1,NONE,NONE,NONE,Evidence,荷重強度図：自動設計データより荷重強度図(Rtf・Dxf ファイル)を出力,NONE,NONE,NONE,external dep stated: RTF/DXF出力 — not auto-adopt as OSS requirement,extracted
F4-6-050,calculation_report,格子結果出力,NONE,Phase1_required,格子結果出力,格子結果出力,NONE,NONE,NONE,計算書を出力,NONE,Analyzer結果から計算書生成,NONE,NONE,NONE,格子解析計算書,NONE,NONE,UNKNOWN,NONE,NONE,MAN-007,3,NONE,1,NONE,NONE,NONE,Evidence,格子結果出力：APOLLO Analyzer 格子計算書を出力,NONE,NONE,NONE,external dep stated: UNKNOWN — not auto-adopt as OSS requirement,extracted
F4-6-051,calculation_report,解析データ作成-計算書出力,NONE,Phase1_required,解析データ作成-計算書出力,計算＆出力メニュー,NONE,NONE,NONE,解析データ作成＆計算書作成,NONE,格子解析条件出力,NONE,NONE,NONE,格子解析計算書,NONE,NONE,UNKNOWN,NONE,NONE,MAN-007,7,NONE,2.5,NONE,NONE,NONE,Evidence,「計算＆出力」―「解析データ作成＆計算書作成」にて、格子解析条件を出力出来ます,NONE,NONE,NONE,external dep stated: UNKNOWN — not auto-adopt as OSS requirement,extracted
F4-6-052,calculation_report,断面力変換-計算書出力,NONE,Phase1_required,断面力変換-計算書出力,断面力変換,NONE,NONE,NONE,はい/いいえで選択,NONE,断面力結果を計算書出力,NONE,NONE,NONE,断面力計算書,NONE,NONE,UNKNOWN,NONE,NONE,MAN-007,9,NONE,4,NONE,NONE,NONE,Evidence,終了時に、読み込まれた断面力結果が計算書として出力されます,NONE,NONE,NONE,external dep stated: UNKNOWN — not auto-adopt as OSS requirement,extracted
F4-6-053,rtf_output,荷重強度図RTF出力,NONE,Phase1_required,荷重強度図RTF出力,出力ボタン,NONE,NONE,NONE,ファイルへ印刷を選択,NONE,荷重強度図をRTF出力,NONE,NONE,NONE,RTFファイル,RTF,NONE,NONE,NONE,NONE,MAN-007,10,NONE,5,NONE,NONE,NONE,Evidence,荷重強度図をファイルに出力する場合は、右側「出力」ボタンより ファイルへ印刷 を選択,NONE,NONE,NONE,NONE,extracted
F4-6-054,dxf_output,荷重強度図DXF出力,NONE,Phase1_required,荷重強度図DXF出力,出力ボタン,NONE,NONE,NONE,RTF/DXFで出力,NONE,荷重強度図をDXF出力,NONE,NONE,NONE,DXFファイル,NONE,DXF,NONE,NONE,NONE,MAN-007,10,NONE,5,NONE,NONE,NONE,Evidence,荷重強度図(Rtf・Dxf ファイル)を出力,NONE,NONE,NONE,NONE,extracted
F4-6-055,calculation_report,格子解析計算書出力,NONE,Phase1_required,格子解析計算書出力,格子結果出力,NONE,NONE,NONE,ダイアログで指定,NONE,格子解析計算書出力,NONE,NONE,NONE,格子解析計算書,NONE,NONE,UNKNOWN,NONE,NONE,MAN-007,11,NONE,6,NONE,NONE,NONE,Evidence,一般的に別紙とされる格子解析計算書を出力します。出力内容については、以下のダイアログにて指定可能です,NONE,NONE,NONE,external dep stated: UNKNOWN — not auto-adopt as OSS requirement,extracted
