feature_id,feature_category,feature_name,subfeature_name,phase_class,purpose,input_name,input_type,unit,default_value,constraint,options,automatic_decision,validation_rule,process,calculation_reference,output,report,drawing,integration,upstream_feature,downstream_feature,manual_id,pdf_page,book_page,section,screen_name,table_name,figure_name,classification,evidence_text_summary,interpretation,unknowns,oss_mapping,adoption_candidate,status
F4-4-011,sway_bracing,BuiltUP断面指定,NONE,Phase1_optional,BuiltUP断面指定,断面形状・形鋼番号（BuiltUP）,NONE,NONE,NONE,オプション,NONE,手動指定,NONE,NONE,NONE,計算書,NONE,NONE,NONE,NONE,NONE,MAN-011,9,NONE,3.3(3)BuiltUP断面の指定方法,NONE,NONE,NONE,Evidence,種類数を追加し断面入力後、断面形状をBuiltUPとし形鋼番号を追加,NONE,NONE,NONE,NONE,extracted
F4-4-012,sway_bracing,支点上対傾構横桁形状変更,NONE,Phase1_optional,支点上対傾構横桁形状変更,形状タイプ,NONE,NONE,NONE,オプション,NONE,手動指定,NONE,NONE,NONE,計算書,NONE,NONE,NONE,NONE,NONE,MAN-011,10,NONE,3.4支点上対傾構を横桁形状に変更する方法,NONE,NONE,NONE,Evidence,設計条件-部材配置で形状タイプを対傾構タイプ→横桁タイプに変更,NONE,NONE,NONE,NONE,extracted
F4-4-013,lateral_bracing,横構骨組み組み方変更,NONE,Phase1_optional,横構骨組み組み方変更,骨組配置定義番号,NONE,NONE,NONE,オプション,NONE,手動指定,NONE,NONE,NONE,配置図,NONE,NONE,NONE,NONE,NONE,MAN-011,13,NONE,3.5横構骨組みの組み方を変更する方法,NONE,NONE,NONE,Evidence,設計条件-部材配置で骨組配置定義番号を配置タイプに合わせて修正,NONE,NONE,NONE,NONE,extracted
F4-4-014,sway_bracing,対傾構斜材溶接向き変更,NONE,Phase1_optional,対傾構斜材溶接向き変更,斜材溶接向き,NONE,NONE,NONE,オプション,NONE,手動指定,NONE,NONE,NONE,計算書,NONE,NONE,NONE,NONE,NONE,MAN-011,14,NONE,3.6斜材の溶接向きを変更する方法,NONE,NONE,NONE,Evidence,設計条件-設計条件オプション-対傾構(その他)-対傾構ガセットへの斜材の取付方法,NONE,NONE,NONE,NONE,extracted
F4-4-015,sway_bracing,対傾構水平荷重受け持ち組数変更,NONE,Phase1_optional,対傾構水平荷重受け持ち組数変更,水平荷重の受け持ち組数,NONE,NONE,NONE,オプション,NONE,手動指定,NONE,NONE,NONE,計算書,NONE,NONE,NONE,NONE,NONE,MAN-011,14,NONE,3.7対傾構水平荷重受け持ち組数を変更する方法,NONE,NONE,NONE,Evidence,設計条件-設計条件オプション-対傾構(その他)-水平荷重の受け持ち組数,NONE,NONE,NONE,NONE,extracted
F4-4-016,lateral_bracing,横構配置図作成,NONE,Phase1_optional,横構配置図作成,配置図,NONE,NONE,NONE,オプション,NONE,自動設定,NONE,NONE,NONE,配置図,NONE,NONE,NONE,NONE,NONE,MAN-011,15,NONE,3.8横構配置図の作成方法,NONE,NONE,NONE,Evidence,横構配置図は以下の方法にて作成可能,NONE,NONE,NONE,NONE,extracted
F4-4-017,lateral_bracing,横構細長比一次部材変更,NONE,Phase1_optional,横構細長比一次部材変更,主桁曲線による二次応力,NONE,NONE,NONE,オプション,NONE,手動指定,NONE,NONE,NONE,計算書,NONE,NONE,NONE,NONE,NONE,MAN-011,16,NONE,3.9細長比を一次部材にする方法,NONE,NONE,NONE,Evidence,横構タグの主桁曲線による二次応力を◎考慮する(軸力を入力)を選択、軸力は入力しない,NONE,自動設計実行時は元に戻る,NONE,NONE,extracted
F4-4-018,support_stiffener,支点上補剛材設計,NONE,Phase1_required,支点上補剛材設計,沓タイプ・補剛材タイプ・断面推定or指定・補剛材材質,NONE,NONE,NONE,必須,NONE,手動指定,NONE,NONE,NONE,計算書,NONE,NONE,NONE,NONE,NONE,MAN-012,4,NONE,2.支点上補剛材の設計,NONE,NONE,NONE,Evidence,支点上補剛材プログラムを起動、沓タイプ・補剛材タイプ・断面推定or指定・補剛材材質がデフォルト入力可能,NONE,NONE,NONE,NONE,extracted
F4-4-019,support_stiffener,支点上補剛材入力項目,NONE,Phase1_required,支点上補剛材入力項目,3で補剛材間隔入力可能）、断面推定or指定（指定で補剛材断面入力可）,NONE,NONE,NONE,ソールプレート幅・長さ・ボス孔径・補剛材間隔・補剛材断面,NONE,必須,NONE,NONE,NONE,手動指定,NONE,NONE,NONE,NONE,NONE,MAN-012,4,NONE,2.1入力項目について,NONE,NONE,NONE,Evidence,沓タイプ（ソールプレート入力で幅・長さ・ボス孔径入力可）、補剛材タイプ（タイプ2,NONE,Phase1_required,NONE,NONE,extracted
F4-4-020,support_stiffener,支点上補剛材グループ番号,NONE,Phase1_required,支点上補剛材グループ番号,グループ番号（正負）,NONE,NONE,NONE,必須（任意グルーピング可）,NONE,手動指定,NONE,NONE,NONE,計算書,NONE,NONE,NONE,NONE,NONE,MAN-012,5,NONE,2.2グループ番号について,NONE,NONE,NONE,Evidence,グループ番号で支点上補剛材タイプをグルーピング、正の数字で代表部材、負の数字でグルーピング部材,NONE,自動グルーピングは最大支点検索不可,NONE,NONE,extracted
F4-4-021,support_stiffener,支点上補剛材計算条件,NONE,Phase1_required,支点上補剛材計算条件,溶接条件・基本条件・すみ肉溶接サイズ,NONE,NONE,NONE,必須,NONE,手動指定,NONE,NONE,NONE,計算書,NONE,NONE,NONE,NONE,NONE,MAN-012,6,NONE,2.3計算条件の入力について,NONE,NONE,NONE,Evidence,設計条件-溶接条件の入力と基本条件の入力の2項目、最大すみ肉溶接サイズはメーカーによる,NONE,メーカーにより異なり,NONE,NONE,extracted
F4-4-022,support_stiffener,支点上補強リブ照査,NONE,Phase1_optional,支点上補強リブ照査,補強リブの照査有無,NONE,NONE,NONE,オプション,NONE,手動指定,NONE,NONE,NONE,計算書,NONE,NONE,NONE,NONE,NONE,MAN-012,6,NONE,2.4支点上補強リブについて,NONE,NONE,NONE,Evidence,設計条件-基本条件の入力-補強リブの照査有無で照査を選択、計算条件が入力可能,NONE,照査方法は十分確認必要,NONE,NONE,extracted
F4-4-023,intermediate_stiffener,中間補剛材設計,NONE,Phase1_required,中間補剛材設計,設計条件・補剛材断面,NONE,NONE,NONE,必須,NONE,手動指定,NONE,NONE,NONE,計算書,NONE,NONE,NONE,NONE,NONE,MAN-012,8,NONE,3.中間補剛材の設計,NONE,NONE,NONE,Evidence,中間補剛材プログラムを起動、設計条件・補剛材断面の指定等は設計条件-基本条件入力,NONE,NONE,NONE,NONE,extracted
F4-4-024,intermediate_stiffener,中間補剛材格点断面指定,NONE,Phase1_required,中間補剛材格点断面指定,格点補剛材断面,NONE,NONE,NONE,必須,NONE,手動指定,NONE,NONE,NONE,計算書,NONE,NONE,NONE,NONE,NONE,MAN-012,9,NONE,3.1格点補剛材断面の指定,NONE,NONE,NONE,Evidence,格点補剛材断面は未指定のため個別指定、剛性照査されないため中間補剛材剛性照査結果を反映,NONE,剛性照査されない,NONE,NONE,extracted
F4-4-025,intermediate_stiffener,中間補剛材計算書書式,NONE,Phase1_required,中間補剛材計算書書式,計算書書式（詳細/サマリー）,NONE,NONE,NONE,必須,NONE,手動指定,NONE,NONE,NONE,計算書,NONE,NONE,NONE,NONE,NONE,MAN-012,10,NONE,3.2設計計算書について,NONE,NONE,NONE,Evidence,詳細計算書とサマリー計算書の出力が可能、照査数等を考慮し選択,NONE,NONE,NONE,NONE,extracted
F4-4-026,intermediate_stiffener,水平補剛材ラップ照査,NONE,Phase1_required,水平補剛材ラップ照査,ラップ範囲,NONE,NONE,NONE,必須,NONE,手動指定,NONE,NONE,NONE,計算書,NONE,NONE,NONE,NONE,NONE,MAN-012,11,NONE,4.ラップ照査,NONE,NONE,NONE,Evidence,ラップ範囲決定方法として自動（最低パネル指定）と任意指定がある,NONE,NONE,NONE,NONE,extracted
F4-4-027,intermediate_stiffener,水平補剛材ラップ照査計算書内容,NONE,Phase1_required,水平補剛材ラップ照査計算書内容,ラップ範囲・座屈照査範囲,NONE,NONE,NONE,必須,NONE,自動設定,NONE,NONE,NONE,計算書,NONE,NONE,NONE,NONE,NONE,MAN-012,12,NONE,4.2水平補剛材ラップ照査計算書の内容について,NONE,NONE,NONE,Evidence,応力図とラップ照査計算書が含まれる、座屈照査範囲の説明あり,NONE,NONE,NONE,NONE,extracted
F4-4-028,floor_system,床組設計ボタン説明,NONE,Phase1_required,床組設計ボタン説明,横桁設計・対傾構・横構,NONE,NONE,NONE,必須,NONE,プログラム実行,NONE,NONE,NONE,設計計算書,NONE,NONE,NONE,NONE,NONE,MAN-002,8,NONE,2.1(2)実行ボタンについて,NONE,NONE,NONE,Evidence,横桁設計：横桁断面・添接形状・補剛材の設計、対傾構・横構：対傾構断面・連結形状・横構断面・連結形状の設計,NONE,NONE,NONE,NONE,extracted
F4-4-029,support_stiffener,支点補剛材ボタン説明,NONE,Phase1_required,支点補剛材ボタン説明,支点補剛材・補剛材・ラップ照査,NONE,NONE,NONE,必須,NONE,プログラム実行,NONE,NONE,NONE,設計計算書,NONE,NONE,NONE,NONE,NONE,MAN-002,8,NONE,2.1(2)実行ボタンについて,NONE,NONE,NONE,Evidence,支点補剛材：支点上補剛材の設計、補剛材：中間補剛材および水平補剛材の設計、ラップ照査：水平補剛材ラップ範囲の設計,NONE,NONE,NONE,NONE,extracted
F4-4-030,support_condition,支承条件データ,NONE,Phase1_required,支承条件データ,支点条件,NONE,NONE,NONE,必須（但是入力値未使用）,NONE,自動設定,NONE,NONE,NONE,チェックリスト,NONE,NONE,NONE,NONE,NONE,MAN-005,12,NONE,3.4支承条件データ,NONE,NONE,NONE,Evidence,支点条件はチェックリストのみ反映、設計としては入力値を使用していない,NONE,設計には未使用,NONE,NONE,extracted
F4-4-031,floor_system,床組データ横桁基本寸法,NONE,Phase1_required,床組データ横桁基本寸法,横桁高さ・添接位置,NONE,NONE,NONE,必須（個別指定可）,NONE,手動指定,NONE,NONE,NONE,計算書,NONE,NONE,NONE,NONE,NONE,MAN-005,27,NONE,5.5床組データ,NONE,NONE,NONE,Evidence,横桁高さ関係および添接位置が入力可能、基本寸法の指定方法で◎全部材指定とすると個別入力可,NONE,NONE,NONE,NONE,extracted
F4-4-032,stiffener,垂直補剛材データ,NONE,Phase1_required,垂直補剛材データ,垂直補剛材本数,NONE,NONE,NONE,必須,NONE,手動指定,NONE,NONE,NONE,計算書,NONE,NONE,NONE,NONE,NONE,MAN-005,26,NONE,5.4(1)垂直補剛材,NONE,NONE,NONE,Evidence,各パネルの垂直補剛材本数を入力（パネル内4@の場合は3と入力）、省力化方式で任意位置配置可,NONE,NONE,NONE,NONE,extracted
F4-4-033,stiffener,水平補剛材データ,NONE,Phase1_required,水平補剛材データ,水平補剛材段数・断面,NONE,NONE,NONE,必須,NONE,手動指定,NONE,NONE,NONE,計算書,NONE,NONE,NONE,NONE,NONE,MAN-005,26,NONE,5.4(2)水平補剛材,NONE,NONE,NONE,Evidence,水平補剛材段数変化数と水平補剛材断面を入力（1段の場合は1と入力）,NONE,NONE,NONE,NONE,extracted
F4-4-034,floor_system_force,floor_system_force,NONE,unknown,floor_system_force insufficient explicit extract,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NONE,NONE,NONE,NONE,NONE,NONE,Unknown,NONE,NONE,floor_system_force not evidenced in slim extract,NONE,NONE,extracted
F4-4-035,longitudinal_girder,longitudinal_girder,NONE,unknown,longitudinal_girder insufficient explicit extract,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NONE,NONE,NONE,NONE,NONE,NONE,Unknown,NONE,NONE,longitudinal_girder not evidenced in slim extract,NONE,NONE,extracted
F4-4-036,diaphragm,diaphragm,NONE,unknown,diaphragm insufficient explicit extract,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NONE,NONE,NONE,NONE,NONE,NONE,Unknown,NONE,NONE,diaphragm not evidenced in slim extract,NONE,NONE,extracted
F4-4-037,support_diaphragm,support_diaphragm,NONE,unknown,support_diaphragm insufficient explicit extract,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NONE,NONE,NONE,NONE,NONE,NONE,Unknown,NONE,NONE,support_diaphragm not evidenced in slim extract,NONE,NONE,extracted
F4-4-038,intermediate_diaphragm,intermediate_diaphragm,NONE,unknown,intermediate_diaphragm insufficient explicit extract,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NONE,NONE,NONE,NONE,NONE,NONE,Unknown,NONE,NONE,intermediate_diaphragm not evidenced in slim extract,NONE,NONE,extracted
F4-4-039,bearing,bearing,NONE,unknown,bearing insufficient explicit extract,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NONE,NONE,NONE,NONE,NONE,NONE,Unknown,NONE,NONE,bearing not evidenced in slim extract,NONE,NONE,extracted
F4-4-040,member_grouping,member_grouping,NONE,unknown,member_grouping insufficient explicit extract,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NONE,NONE,NONE,NONE,NONE,NONE,Unknown,NONE,NONE,member_grouping not evidenced in slim extract,NONE,NONE,extracted
