feature_id,feature_category,feature_name,subfeature_name,phase_class,purpose,input_name,input_type,unit,default_value,constraint,options,automatic_decision,validation_rule,process,calculation_reference,output,report,drawing,integration,upstream_feature,downstream_feature,manual_id,pdf_page,book_page,section,screen_name,table_name,figure_name,classification,evidence_text_summary,interpretation,unknowns,oss_mapping,adoption_candidate,status
F4-1-011,unit_system,デフォルト単位ルト単位値,SI単位系の初期値,Phase1_optional,単体プログラムの荷重等のデフォルト値は単位系によらずSI単位系の初期値,荷重のデフォルト値,数値,NONE,SI単位系の初期値,NONE,NONE,NONE,NONE,単体プログラムの荷重等のデフォルト値はSI単位系の初期値,MAN-021 4-2-1,NONE,NONE,NONE,NONE,NONE,MAN-021,MAN-021,27,4-2-1,NONE,NONE,NONE,NONE,Evidence,「単体プログラムの荷重などのデフォルト値は単位系によらずSI単位系の初期値です」,NONE,NONE,NONE,NONE,extracted
F4-1-012,bridge_basic_conditions,適用規模_主桁本数,RC鈑桁の主桁本数上限,Phase1_required,RC鈑桁の最大主桁本数を定義,主桁本数,整数,本,15,上限,NONE,上限15本,NONE,RC鈑桁の主桁本数は最大15本,MAN-021 3-2,15本,NONE,NONE,NONE,NONE,MAN-021,MAN-021,22,3-2,適用範囲表,NONE,NONE,NONE,Evidence,「RC鈑桁：15」,NONE,NONE,NONE,NONE,extracted
F4-1-013,bridge_basic_conditions,適用規模_主桁本数_鋼床版,鋼床版鈑桁の主桁本数上限,Phase1_required,鋼床版鈑桁の最大主桁本数を定義,主桁本数,整数,本,10,上限,NONE,上限10本,NONE,鋼床版鈑桁の主桁本数は最大10本,MAN-021 3-2,10本,NONE,NONE,NONE,NONE,MAN-021,MAN-021,22,3-2,適用範囲表,NONE,NONE,NONE,Evidence,「鋼床版鈑桁：10」,NONE,NONE,NONE,NONE,extracted
F4-1-014,bridge_basic_conditions,適用規模_横断線数,最大横断線数,Phase1_required,最大横断線数を定義,横断線数,整数,線,120,上限,NONE,上限120,NONE,横断線数は最大120,MAN-021 3-2,120,NONE,NONE,NONE,NONE,MAN-021,MAN-021,22,3-2,適用範囲表,NONE,NONE,NONE,Evidence,「横断線数 120」,NONE,NONE,NONE,NONE,extracted
F4-1-015,bridge_basic_conditions,適用規模_格点数_RC鈑桁,RC鈑桁の最大格点数,Phase1_optional,RC鈑桁の最大格点数を定義,格点数,整数,NONE,500,上限,NONE,上限500,NONE,RC鈑桁の格点数は最大500,MAN-021 3-2,500,NONE,NONE,NONE,NONE,MAN-021,MAN-021,22,3-2,適用範囲表,NONE,NONE,NONE,Evidence,「RC鈑桁：500」,NONE,NONE,NONE,NONE,extracted
F4-1-016,alignment,線形計算実行,Alignの直接実行,Phase1_required,線形計算を直接実行する,線形計算実行,操作,NONE,NONE,NONE,SuperDesigner内/単独実行,NONE,NONE,スタートメニューからApollo Align線形計算を選択,MAN-021 2-2-1,NONE,NONE,NONE,NONE,NONE,MAN-021,MAN-021,9,2-2-1,線形計算起動画面,NONE,NONE,NONE,Evidence,「線形計算の実行は次の2つの方法があります」,NONE,NONE,NONE,NONE,extracted
F4-1-017,project_management,フォルダ構成,工事名以下のフォルダ構造,Phase1_required,設計データのフォルダ構成を定義,フォルダ構成,NONE,NONE,NONE,NONE,NONE,あり,NONE,工事名フォルダ直下にAlign Design Drawを配置,MAN-021 4-1 (5),Align/Design/Draw,NONE,NONE,NONE,NONE,MAN-021,MAN-021,27,4-1 (5),NONE,NONE,NONE,NONE,Evidence,「データのフォルダ構成は次のように作成されます￥y-Design-Bridge￥工事名￥Align￥Design￥Drae」,NONE,NONE,NONE,NONE,extracted
F4-1-018,girder_layout,コントロールプログラム,非合成鈑桁の実行順序,Phase1_required,コントロールプログラムの実行順序と機能分類を定義,コントロールプログラムの操作順序,操作順序,NONE,NONE,NONE,NONE,NONE,あり,NONE,左上から右下へガイドに沿って実行,MAN-021 2-2-2; MAN-002 2.1,NONE,NONE,NONE,NONE,NONE,MAN-021; MAN-002,NONE,11; 7,2-2-2; 2.1,コントロール画面,NONE,NONE,Evidence,MAN-021「ボタンの文字が黒＆ボタンの両側が青：実行を推奨する操作」; MAN-002「左上から右下へ実行して頂く配置」,NONE,NONE,NONE,NONE,extracted
F4-1-019,project_management,設計DB,MS-Accessベースの設計データ,Phase1_required,設計データをMS-Accessデータベースに保存する,設計DB(.mdb),ファイル,NONE,NONE,NONE,NONE,NONE,あり,NONE,設計データはMS-Accessに保存される,MAN-021 2-1-2; MAN-002 1.3,NONE,NONE,NONE,NONE,NONE,MAN-021; MAN-002,NONE,8; 6,2-1-2; 1.3,設計データベース,NONE,NONE,Evidence,MAN-021「MS-Accessのデータベースを中心として」; MAN-002「設計データ（Mdbファイル：橋梁名称橋梁名称.mdb）」,NONE,NONE,NONE,NONE,extracted
F4-1-020,bridge_basic_conditions,単位系ヘルプ記載,ヘルプ文書の単位系,Phase1_optional,ヘルプ文書の中の単位系は全てSI単位系,ヘルプの単位系表示,NONE,NONE,NONE,NONE,NONE,SI単位系固定,NONE,ヘルプ文書の中の単位系は全てSI単位系,MAN-021 4-2-1,NONE,NONE,NONE,NONE,NONE,MAN-021,MAN-021,27,4-2-1,NONE,NONE,NONE,NONE,Evidence,「ヘルプ文書の中の単位系は全てSI単位系です」,NONE,NONE,NONE,NONE,extracted
F4-1-021,alignment,線形計算起動,コントロールプログラムからの起動,Phase1_required,線形計算をコントロールプログラムから起動する,線形計算起動,操作,NONE,NONE,NONE,設計データに変換する/設計データに変換しない,NONE,NONE,コントロールプログラムにて線形計算を選択し起動,MAN-003 1-1-1,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,3,1.1,線形計算起動画面,NONE,NONE,NONE,Evidence,「コントロールプログラムにて線形計算を起動しますと以下のダイアログが表示されます」,NONE,NONE,NONE,NONE,extracted
F4-1-022,alignment,線形計算起動,設計データへの変換選択,Phase1_required,線形計算結果を設計データに変換するか選択する,変換選択,選択,NONE,NONE,NONE,設計データに変換する/設計データに変換しない,NONE,NONE,線形計算結果を設計データに変換するを選択してOKをクリック,MAN-003 1-1-1,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,3,1.1,線形計算起動画面,NONE,NONE,NONE,Evidence,「線形計算を行い設計データに変換するを選択しOKをクリックして下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-023,alignment,座標系指定,タイトルと座標系の指定,Phase1_required,線形計算の座標系を指定する,タイトル,文字列,NONE,NONE,NONE,NONE,NONE,NONE,基本データの座標系指定をクリックしタイトルと座標系を指定してOK,MAN-003 2-1,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,4,2.1,座標系指定画面,NONE,NONE,NONE,Evidence,「タイトルと座標系の指定を行いOKをクリックして下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-024,alignment,中心線作成,中心線名とステーションピッチ入力,Phase1_required,中心線の名前とステーションピッチを入力する,中心線名,文字列,NONE,NONE,NONE,NONE,NONE,NONE,中心線定義画面で追加をクリックし中心線名とステーションピッチを入力,MAN-003 2-2,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,4-5,2.2,中心線作成画面,NONE,NONE,NONE,Evidence,「中心線名やステーションピッチを入力します」,NONE,NONE,NONE,NONE,extracted
F4-1-025,alignment,中心線作成,直線要素の作成,Phase1_required,中心線の直線要素を作成する,直線要素,操作,NONE,NONE,NONE,NONE,NONE,NONE,直線ボタンをクリックして直線要素ダイアログで作成,MAN-003 2-2,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,5,2.2,直線作成画面,NONE,NONE,NONE,Evidence,「直線円クロソイドボタンにて各線形要素ダイアログが表示されます」,NONE,NONE,NONE,NONE,extracted
F4-1-026,alignment,中心線作成,円要素の作成,Phase1_required,中心線の円要素を作成する,円要素,操作,NONE,NONE,NONE,NONE,NONE,NONE,円ボタンをクリックして円要素ダイアログで作成,MAN-003 2-2,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,6,2.2,円作成画面,NONE,NONE,NONE,Evidence,「円作成」,NONE,NONE,NONE,NONE,extracted
F4-1-027,alignment,中心線作成,クロソイド要素の作成,Phase1_required,中心線のクロソイド要素を作成する,クロソイド要素,操作,NONE,NONE,NONE,NONE,NONE,NONE,クロソイドボタンをクリックしてクロソイド要素ダイアログで作成,MAN-003 2-2,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,7,2.2,クロソイド作成画面,NONE,NONE,NONE,Evidence,「クロソイド作成」,NONE,NONE,NONE,NONE,extracted
F4-1-028,cross_slope,幅員線作成,道路中心位置と歩道位置の選択,Phase1_required,幅員線の道路中心位置と歩道位置を選択する,道路中心位置,選択,NONE,NONE,NONE,NONE,NONE,NONE,幅員線作成画面で道路中心位置と歩道位置の選択と寸法値を入力,MAN-003 2-3,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,8,2.3,幅員線作成画面,NONE,NONE,NONE,Evidence,「道路中心位置歩道位置の選択と寸法値を入力して下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-029,alignment,橋台橋脚線作成,基準線名と距離の始点位置指定,Phase1_required,橋台橋脚線の基準線名と距離の始点位置を指定する,基準線名,選択,NONE,NONE,NONE,NONE,NONE,NONE,橋台橋脚線作成画面で基準線名と距離の始点位置を選択,MAN-003 2-4,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,8,2.4,橋台橋脚線作成画面,NONE,NONE,NONE,Evidence,「基準線名距離の始点位置を選択して下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-030,longitudinal_alignment,縦断勾配指定,縦断勾配設定の追加,Phase1_required,縦断勾配の設定を追加する,縦断勾配設定,操作,NONE,NONE,NONE,NONE,NONE,NONE,縦断勾配指定画面で追加をクリックし縦断勾配設定画面でデータを設定,MAN-003 3-1,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,10,3.1,縦断勾配指定画面,NONE,NONE,NONE,Evidence,「追加をクリックしますと縦断勾配設定画面が表示されますのでダイアログ内のデータを設定してOKをクリックして下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-031,cross_slope,横断勾配指定,横断勾配設定の追加,Phase1_required,横断勾配の設定を追加する,横断勾配設定,操作,NONE,NONE,NONE,NONE,NONE,NONE,横断勾配指定画面で追加をクリックし横断勾配設定画面でデータを設定,MAN-003 3-2,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,10,3.2,横断勾配指定画面,NONE,NONE,NONE,Evidence,「追加をクリックしますと横断勾配設定画面が表示されますのでダイアログ内のデータを設定してOKをクリックして下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-032,cross_slope,高さ形状指定,車道部舗装厚と勾配の入力,Phase1_required,高さ形状の舗装厚や勾配を選択入力する,舗装厚,数値,mm,NONE,NONE,NONE,NONE,NONE,高さ形状指定画面で追加をクリックし車道部舗装厚や勾配の選択などの入力条件を設定,MAN-003 3-3,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,11,3.3,高さ形状指定画面,NONE,NONE,NONE,Evidence,「車道部舗装厚や勾配の選択などの入力条件を設定してOKをクリックして下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-033,member_line_assignment,橋形状設定,サブタイトル入力と追加,Phase1_required,橋形状のサブタイトルを入力して橋形状を追加する,サブタイトル,文字列,NONE,NONE,NONE,NONE,NONE,NONE,橋形状設定画面でサブタイトルを入力後追加をクリックしてダイアログを閉じる,MAN-003 4-1,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,12,4.1,橋形状指定画面,NONE,NONE,NONE,Evidence,「サブタイトルを入力後追加をクリックしこのダイアログを閉じて下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-034,member_line_assignment,橋形状入力,桁端・支承線の作成,Phase1_required,桁端線と支承線を作成する,桁端線,操作,NONE,NONE,NONE,NONE,NONE,NONE,桁端・支承線作成画面で橋台・橋脚線名をクリックし桁端・支承線名を追加し名前と距離を設定,MAN-003 4-2-2,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,13,4.2(2),桁端・支承線定義画面,NONE,NONE,NONE,Evidence,「桁端線と支承線の名前と距離の設定を行って下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-035,cross_section_lines,横桁線作成,距離・角度による横断線作成,Phase1_required,距離・角度を指定して横断線を作成する,横断線,操作,NONE,NONE,NONE,距離・角度による作成,NONE,NONE,横桁・対傾構作成の作成選択ダイアログより距離・角度を選択,MAN-003 4-2-3,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,13,4.2(3),横桁・対傾構作成画面,NONE,NONE,NONE,Evidence,「横桁線は横桁対傾構作成にて以下の作成選択ダイアログより作成方法を選択して下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-036,girder_layout,桁作成,基準線に平行な鈑桁の作成,Phase1_required,基準線に平行な鈑桁を作成する,鈑桁,操作,NONE,NONE,NONE,基準線に平行（鈑桁）,NONE,NONE,桁作成の作成選択ダイアログより基準線に平行（鈑桁）を選択,MAN-003 4-2-4,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,14,4.2(4),桁作成画面,NONE,NONE,NONE,Evidence,「基準線に平行（鈑桁）にて指定を行って下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-037,alignment,座標変換,変換座標系と基準点の指定,Phase1_required,座標変換の設定を行う,変換座標系,選択,NONE,NONE,NONE,NONE,NONE,NONE,座標変換の設定画面で変換座標系と座標基準点となる交点と座標とX軸となる交点を選択入力,MAN-003 4-2-5,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,15,4.2(5),座標変換の設定画面,NONE,NONE,NONE,Evidence,「変換座標系座標基準点となる交点と座標座標変換後のX軸となる交点を選択入力していただきOKをクリックして下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-038,cross_section_lines,出力指定,橋軸線と横断線の出力指定,Phase1_required,線形計算結果および設計に必要な橋軸線と横断線を指定する,出力指定,操作,NONE,NONE,NONE,NONE,NONE,NONE,出力指定画面で線形計算結果および設計に必要な橋軸線および横断線を指定,MAN-003 4-2-6,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,16,4.2(6),出力指定画面,NONE,NONE,NONE,Evidence,「線形計算結果および設計に必要な橋軸線および横断線を指定して下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-039,cross_section_lines,出力指定,出力順序自動ソート,Phase1_optional,出力順序を座標結果より自動ソートする,出力順序自動,フラグ,NONE,NONE,NONE,NONE,OFF,NONE,出力順序自動にセットすると計算書表示順序を座標結果より内部的にソーティング,MAN-003 4-2-6,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,16,4.2(6),出力指定画面,NONE,NONE,NONE,Evidence,「出力順序自動をセットすると計算書表示順序を座標結果より内部的にソーティングされます」,NONE,NONE,NONE,NONE,extracted
F4-1-040,cross_section_lines,線属性指定,橋軸線と横断線の線属性指定,Phase1_required,設計情報として橋軸線および横断線に各線属性を指定する,線属性,操作,NONE,NONE,NONE,NONE,NONE,NONE,線属性指定画面で設計情報として橋軸線および横断線に各線属性を指定,MAN-003 4-2-7,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,16,4.2(7),線の属性入力画面,NONE,NONE,NONE,Evidence,「設計情報として橋軸線および横断線に各線属性を指定して下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-041,longitudinal_alignment,線形計算変換,縦断線の確認,Phase1_required,線形プログラムにて指定した縦断線の出力項目および属性を確認する,縦断線確認,操作,NONE,NONE,NONE,NONE,NONE,NONE,線形計算変換画面で縦断線の出力項目および属性を確認し間違った場合は線形計算まで戻り再指定,MAN-003 5-1-1,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,17,5.1(1),線形計算変換画面,NONE,NONE,NONE,Evidence,「線形プログラムにて指定した縦断線の出力項目および属性が確認出来ます間違った項目があった場合は線形計算まで戻り再度指定して下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-042,cross_section_lines,線形計算変換,横断部材の指定,Phase1_required,線形プログラムにて指定した横断部材の出力項目・属性および設計の横断部材条件を確認・指定する,横断部材,操作,NONE,NONE,NONE,NONE,NONE,NONE,線形計算変換画面で横断部材の出力項目・属性および設計の横断部材条件を確認・指定,MAN-003 5-1-2,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,18,5.1(2),線形計算変換画面,NONE,NONE,NONE,Evidence,「線形プログラムにて指定した横断部材の出力項目・属性および設計の横断部材条件が確認・指定出来ます」,NONE,NONE,NONE,NONE,extracted
F4-1-043,cross_section_lines,線形計算変換,横梁の設計対象外指定,Phase1_required,横梁は設計対象外であり基本的に指定しないことを明記,横梁,フラグ,NONE,NONE,NONE,横梁線中心/横梁腹板,設計対象外,NONE,横梁線中心横梁腹板は指定出来るが設計では横梁は設計対象外,MAN-003 5-1-2,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,18,5.1(2),線形計算変換画面,NONE,NONE,NONE,Evidence,「横梁線中心横梁腹板が指定出来ますが設計では横梁は設計対象外となっております横梁線中心横梁腹板は基本的に指定しないで下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-044,bridge_basic_conditions,適用規模_主桁本数,RC鈑桁の主桁本数上限,Phase1_required,RC鈑桁の最大主桁本数を定義,主桁本数,整数,本,15,上限,NONE,上限15本,NONE,RC鈑桁の主桁本数は最大15本,MAN-003 3-2,15本,NONE,NONE,NONE,NONE,MAN-003,MAN-003,22,3-2,適用範囲表,NONE,NONE,NONE,Evidence,「RC鈑桁：15」,NONE,NONE,NONE,NONE,extracted
F4-1-045,bridge_basic_conditions,適用規模_横断線数,最大横断線数,Phase1_required,最大横断線数を定義,横断線数,整数,線,120,上限,NONE,上限120,NONE,横断線数は最大120,MAN-003 3-2,120,NONE,NONE,NONE,NONE,MAN-003,MAN-003,22,3-2,適用範囲表,NONE,NONE,NONE,Evidence,「横断線数 120」,NONE,NONE,NONE,NONE,extracted
F4-1-046,girder_layout,コントロールプログラム,非合成鈑桁の実行順序,Phase1_required,コントロールプログラムの実行順序と機能分類を定義,コントロールプログラムの操作順序,操作順序,NONE,NONE,NONE,NONE,NONE,あり,NONE,左上から右下へガイドに沿って実行,MAN-003 2-2-2,NONE,NONE,NONE,NONE,NONE,MAN-003,NONE,11,2-2-2,コントロール画面,NONE,NONE,Evidence,「左上から右下へ実行して頂く配置」,NONE,NONE,NONE,NONE,extracted
F4-1-047,bearing,支承条件データ,支点条件のチェックリスト反映,Phase1_required,支点条件はチェックリストのみ反映され設計上は入力値を使用しない,支点条件,チェックリスト,NONE,NONE,NONE,NONE,NONE,NONE,支点条件はチェックリストのみ反映,MAN-005 3-4-1,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,12,3.4(1),支承条件画面,NONE,NONE,NONE,Evidence,「支点条件につきましてはチェックリストのみ反映されます設計としては入力値を使用しておりません入力項目は変更せずOKで作業を進めて頂いて問題御座いません」,NONE,NONE,NONE,NONE,extracted
F4-1-048,bearing,支承条件データ,支点沈下バネの選択,Phase1_required,支点沈下バネの選択を行う,支点沈下バネ,選択,NONE,NONE,NONE,なし/支点沈下を考慮/支点バネを考慮,NONE,NONE,なし・支点沈下を考慮・支点バネを考慮を選択し各対応タグのデータを入力,MAN-005 4-4,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,20,4.4,支点沈下バネ画面,NONE,NONE,NONE,Evidence,「なし支点沈下を考慮支点バネを考慮を選択し各対応タグのデータをご入力下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-049,bearing,支承線作成,桁端・支承線の名前と距離設定,Phase1_required,桁端線と支承線の名前と距離を設定する,支承線名,文字列,NONE,NONE,NONE,NONE,NONE,NONE,桁端・支承線作成画面で桁端線と支承線の名前と距離を設定し描画で確認後OK,MAN-003 4-2-2,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,13,4.2(2),桁端・支承線作成画面,NONE,NONE,NONE,Evidence,「桁端線と支承線の名前と距離の設定を行って下さい描画をクリックしますと画面上に表示されますのでご確認後OKをクリックして下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-050,bearing,支承線作成,桁端線と支承線の描画確認,Phase1_required,桁端線と支承線の描画を確認する,描画確認,操作,NONE,NONE,NONE,NONE,NONE,NONE,描画をクリックして画面上に表示され確認後OKをクリック,MAN-003 4-2-2,NONE,NONE,NONE,NONE,NONE,MAN-003,MAN-003,13,4.2(2),桁端・支承線作成画面,NONE,NONE,NONE,Evidence,「描画をクリックしますと画面上に表示されますのでご確認後OKをクリックして下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-051,standard_section,単位重量・物理定数データ,単位重量と物理定数の入力,Phase1_required,使用材料の単位重量と物理定数を入力する,単位重量,数値,NONE,NONE,NONE,NONE,NONE,NONE,使用材料データ画面で単位重量・物理定数データを入力,MAN-005 2-3-1,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,7,2.3(1),使用材料データ画面,NONE,NONE,NONE,Evidence,「単位重量・物理定数 データ」,NONE,NONE,NONE,NONE,extracted
F4-1-052,standard_section,使用材料データ,使用材料の選択と入力,Phase1_required,使用材料を選択して入力する,使用材料,選択,NONE,NONE,NONE,NONE,NONE,NONE,使用材料データ画面で使用材料を選択して入力。降伏点一定鋼材の場合は変化板厚を40として下さい,MAN-005 2-3-2,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,7,2.3(2),使用材料データ画面,NONE,NONE,NONE,Evidence,「補足説明も御座いますが降伏点一定鋼材をご使用の場合は変化板厚を40として下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-053,standard_section,許容応力度データ,許容応力度の入力,Phase1_required,許容応力度データを入力する,許容応力度,数値,NONE,NONE,NONE,NONE,NONE,NONE,許容応力度データ画面で許容応力度を入力,MAN-005 2-3-3,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,8,2.3(3),許容応力度データ画面,NONE,NONE,NONE,Evidence,「許容応力度 データ」,NONE,NONE,NONE,NONE,extracted
