feature_id,disposition,phase_note,rationale,blocker_ids,related_requirement_ids
F4-P2-011,PHASE1_REQUIRED,1,Within Phase1 straight equal-depth non-composite RC slab plate-girder workflow.,BLK-S1-001,
F4-P2-012,PHASE1_REQUIRED,1,Within Phase1 straight equal-depth non-composite RC slab plate-girder workflow.,BLK-S1-001,
F4-P2-013,PHASE1_REQUIRED,1,Within Phase1 straight equal-depth non-composite RC slab plate-girder workflow.,BLK-S1-001,
F4-P2-014,PHASE1_REQUIRED,1,Within Phase1 straight equal-depth non-composite RC slab plate-girder workflow.,BLK-S1-001,
F4-P2-015,PHASE1_REQUIRED,1,Within Phase1 straight equal-depth non-composite RC slab plate-girder workflow.,BLK-S1-001,
F4-P2-016,UNKNOWN,TBD,slab_geometry not sufficiently evidenced in Part2 slim extract,,
F4-P2-017,UNKNOWN,TBD,slab_support_condition not sufficiently evidenced in Part2 slim extract,,
F4-P2-018,UNKNOWN,TBD,slab_material not sufficiently evidenced in Part2 slim extract,,
F4-P3-001,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-002,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-003,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-004,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-005,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-006,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-007,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-008,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-009,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-010,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-011,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-012,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-013,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-014,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-015,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-016,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-017,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-018,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-019,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-020,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-021,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-022,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-023,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-024,PHASE1_REQUIRED,1,Catalog marks Phase1_required; mapped to supporting path pending design.,BLK-S1-001,
F4-P3-025,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-026,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-027,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-028,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-029,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-030,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-031,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-032,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-033,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-034,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-035,LATER_PHASE,2+,Girder/Section/Splice design outside Phase1 narrow scope (static linear single-span plate girder).,BLK-S1-001,
F4-P3-036,UNKNOWN,TBD,girder_geometry insufficient explicit text in Part3 extract,,
F4-P3-037,UNKNOWN,TBD,girder_material insufficient explicit text in Part3 extract,,
F4-P3-038,UNKNOWN,TBD,girder_section insufficient explicit text in Part3 extract,,
F4-P3-039,UNKNOWN,TBD,flange insufficient explicit text in Part3 extract,,
F4-P3-040,UNKNOWN,TBD,web insufficient explicit text in Part3 extract,,
F4-P4-001,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-002,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-003,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-004,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-005,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-006,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-007,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-008,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-009,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-010,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-011,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-012,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-013,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-014,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-015,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-016,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-017,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-018,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-019,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-020,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-021,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-022,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-023,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-024,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-025,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-026,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-027,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-028,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-029,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-030,DUPLICATE_ALIAS,1,Listed in feature_aliases.csv as same_name_multi_evidence alias.,,
F4-P4-031,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-032,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-033,LATER_PHASE,2+,Cross-girder/bracing/stiffener design programs deferred; Phase1 uses simplified floor model.,BLK-S1-001,
F4-P4-034,UNKNOWN,TBD,floor_system_force not evidenced in slim extract,,
F4-P4-035,UNKNOWN,TBD,longitudinal_girder not evidenced in slim extract,,
F4-P4-036,UNKNOWN,TBD,diaphragm not evidenced in slim extract,,
F4-P4-037,UNKNOWN,TBD,support_diaphragm not evidenced in slim extract,,
F4-P4-038,UNKNOWN,TBD,intermediate_diaphragm not evidenced in slim extract,,
F4-P4-039,UNKNOWN,TBD,bearing not evidenced in slim extract,,
F4-P4-040,UNKNOWN,TBD,member_grouping not evidenced in slim extract,,
F4-P5-001,BLOCKED,1,APOLLO Analyzer physical I/O UNKNOWN (CAP-EXT-001; ISS-S1-007).,ISS-S1-007;BLK-S1-007,REQ-5C-0079
F4-P5-002,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-003,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-004,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-005,BLOCKED,1,APOLLO Analyzer physical I/O UNKNOWN (CAP-EXT-001; ISS-S1-007).,ISS-S1-007;BLK-S1-007,REQ-5C-0079
F4-P5-006,PHASE1_REQUIRED,1,Catalog marks Phase1_required; mapped to supporting path pending design.,BLK-S1-001,
F4-P5-007,PHASE1_REQUIRED,1,Catalog marks Phase1_required; mapped to supporting path pending design.,BLK-S1-001,
F4-P5-008,PHASE1_REQUIRED,1,Catalog marks Phase1_required; mapped to supporting path pending design.,BLK-S1-001,
F4-P5-009,BLOCKED,1,APOLLO Analyzer physical I/O UNKNOWN (CAP-EXT-001; ISS-S1-007).,ISS-S1-007;BLK-S1-007,REQ-5C-0079
F4-P5-010,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-011,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-012,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-013,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-014,DUPLICATE_ALIAS,1,Listed in feature_aliases.csv as same_name_multi_evidence alias.,,
F4-P5-015,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-016,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-017,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-018,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-019,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-020,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-021,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-022,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-023,PHASE1_REQUIRED,1,Catalog marks Phase1_required; mapped to supporting path pending design.,BLK-S1-001,
F4-P5-024,PHASE1_REQUIRED,1,Catalog marks Phase1_required; mapped to supporting path pending design.,BLK-S1-001,
F4-P5-025,PHASE1_REQUIRED,1,Catalog marks Phase1_required; mapped to supporting path pending design.,BLK-S1-001,
F4-P5-026,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-027,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-028,BLOCKED,1,APOLLO Analyzer physical I/O UNKNOWN (CAP-EXT-001; ISS-S1-007).,ISS-S1-007;BLK-S1-007,REQ-5C-0079
F4-P5-029,BLOCKED,1,APOLLO Analyzer physical I/O UNKNOWN (CAP-EXT-001; ISS-S1-007).,ISS-S1-007;BLK-S1-007,REQ-5C-0079
F4-P5-030,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-031,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-032,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-033,UNKNOWN,TBD,dead_load not evidenced in Part5 slim extract,,
F4-P5-034,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-035,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-036,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-037,UNKNOWN,TBD,load_case not evidenced in Part5 slim extract,,
F4-P5-038,UNKNOWN,TBD,load_combination not evidenced in Part5 slim extract,,
F4-P5-039,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-040,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-041,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-042,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-043,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-044,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-045,PHASE1_REQUIRED,1,Loads/analysis/results path for Phase1 static linear analysis.,BLK-S1-001,
F4-P5-046,UNKNOWN,TBD,section_force_interpolation not evidenced in Part5 slim extract,,
F4-P5-047,UNKNOWN,TBD,reaction not evidenced in Part5 slim extract,,
F4-P5-048,UNKNOWN,TBD,displacement not evidenced in Part5 slim extract,,
F4-P5-049,PHASE1_REQUIRED,1,Catalog marks Phase1_required; mapped to supporting path pending design.,BLK-S1-001,
F4-P5-050,UNKNOWN,TBD,warning not evidenced in Part5 slim extract,,
F4-P5-051,UNKNOWN,TBD,error not evidenced in Part5 slim extract,,
F4-P6-001,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-002,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-003,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-004,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-005,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
