evidence_id,package_relative_path,source_document_id,source_edition,source_pdf_page,source_book_page,feature_id,requirement_id,validation_rule_id,topic,usage,sha256,license_note,grok_review_status,notes
EVH-001,evidence/images/DOC-RBS-I_pdfp0386_300dpi-R5B-PKG003-0002c-386.png,DOC-RBS-I,UNKNOWN,386,UNKNOWN,F4-P1-007,REQ-5C-0001,VAL-REQ-5C-0001,unit_system:単位系選択,READY_REQUIREMENT_SUPPORT,c49f323459b1afdba6800e1c215a45382e1a5f163fba3fa6891d023a28500eef,Internal verification; originals not bundled; confirm redistribution rights,SPOTCHECKED_OK,
EVH-012,evidence/images/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0016.png,DOC-RBS-II,UNKNOWN,303,UNKNOWN,F4-P3-018,REQ-5C-0028,VAL-REQ-5C-0028,splice_check:設計計算書出力方法,READY_REQUIREMENT_SUPPORT,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,Internal verification; originals not bundled; confirm redistribution rights,SPOTCHECKED_OK,
EVH-013,evidence/images/DOC-RBS-II_pdfp0092_300dpi-R5B-PKG004-0017.png,DOC-RBS-II,UNKNOWN,92,UNKNOWN,F4-P3-019,REQ-5C-0029,VAL-REQ-5C-0029,section_definition:システムの構成,READY_REQUIREMENT_SUPPORT,ee2d7a4289afb1e033b836c3d06f6e12d21a0f03768a6125c3f10ebb54660c13,Internal verification; originals not bundled; confirm redistribution rights,SPOTCHECKED_OK,
EVH-014,evidence/images/DOC-RBS-II_pdfp0421_300dpi-R5B-PKG004-0018.png,DOC-RBS-II,UNKNOWN,421,UNKNOWN,F4-P3-020,REQ-5C-0030,VAL-REQ-5C-0030,main_girder:主桁の設計（Girder）の機能,READY_REQUIREMENT_SUPPORT,7bb95a33a3f815f8acf14b5b73a0078cc57c4a7c3e5e7cbc1c0051491b2dd532,Internal verification; originals not bundled; confirm redistribution rights,SPOTCHECKED_OK,
EVH-015,evidence/images/DOC-RBS-II_pdfp0092_300dpi-R5B-PKG004-0019.png,DOC-RBS-II,UNKNOWN,92,UNKNOWN,F4-P3-021,REQ-5C-0031,VAL-REQ-5C-0031,section_definition:断面設計（Section）の機能,READY_REQUIREMENT_SUPPORT,ee2d7a4289afb1e033b836c3d06f6e12d21a0f03768a6125c3f10ebb54660c13,Internal verification; originals not bundled; confirm redistribution rights,SPOTCHECKED_OK,
EVH-016,evidence/images/DOC-RBS-II_pdfp0092_300dpi-R5B-PKG004-0020.png,DOC-RBS-II,UNKNOWN,92,UNKNOWN,F4-P3-022,REQ-5C-0032,VAL-REQ-5C-0032,section_definition:適用断面形状,READY_REQUIREMENT_SUPPORT,ee2d7a4289afb1e033b836c3d06f6e12d21a0f03768a6125c3f10ebb54660c13,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-017,evidence/images/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0022.png,DOC-RBS-II,UNKNOWN,117,UNKNOWN,F4-P3-024,REQ-5C-0034,VAL-REQ-5C-0034,section_force_assignment:断面力の適用,READY_REQUIREMENT_SUPPORT,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-018,evidence/images/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0023.png,DOC-RBS-II,UNKNOWN,303,UNKNOWN,F4-P3-026,REQ-5C-0035,VAL-REQ-5C-0035,splice:添接計算の基本操作,READY_REQUIREMENT_SUPPORT,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,Internal verification; originals not bundled; confirm redistribution rights,SPOTCHECKED_OK,
EVH-019,evidence/images/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0024.png,DOC-RBS-II,UNKNOWN,303,UNKNOWN,F4-P3-027,REQ-5C-0036,VAL-REQ-5C-0036,splice_geometry:部材寸法入力,READY_REQUIREMENT_SUPPORT,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-020,evidence/images/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0025.png,DOC-RBS-II,UNKNOWN,303,UNKNOWN,F4-P3-030,REQ-5C-0037,VAL-REQ-5C-0037,splice_check:適用範囲,READY_REQUIREMENT_SUPPORT,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-021,evidence/images/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0026.png,DOC-RBS-II,UNKNOWN,303,UNKNOWN,F4-P3-031,REQ-5C-0038,VAL-REQ-5C-0038,splice_check:計算方法の種類,READY_REQUIREMENT_SUPPORT,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-022,evidence/images/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0027.png,DOC-RBS-II,UNKNOWN,303,UNKNOWN,F4-P3-033,REQ-5C-0039,VAL-REQ-5C-0039,splice_plate:フランジ方式の計算方法,READY_REQUIREMENT_SUPPORT,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-023,evidence/images/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0028.png,DOC-RBS-II,UNKNOWN,303,UNKNOWN,F4-P3-034,REQ-5C-0040,VAL-REQ-5C-0040,splice_plate:腹板の計算方法,READY_REQUIREMENT_SUPPORT,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-024,evidence/images/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0029.png,DOC-RBS-II,UNKNOWN,303,UNKNOWN,F4-P3-035,REQ-5C-0041,VAL-REQ-5C-0041,splice_plate:フランジ添接板の必要断面積,READY_REQUIREMENT_SUPPORT,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-025,evidence/images/DOC-RBS-II_pdfp0092_300dpi-R5B-PKG004-0031.png,DOC-RBS-II,UNKNOWN,92,UNKNOWN,F4-P3-037,REQ-5C-0043,VAL-REQ-5C-0043,girder_material:girder_material,READY_REQUIREMENT_SUPPORT,ee2d7a4289afb1e033b836c3d06f6e12d21a0f03768a6125c3f10ebb54660c13,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-026,evidence/images/DOC-RBS-II_pdfp0421_300dpi-R5B-PKG004-0033.png,DOC-RBS-II,UNKNOWN,421,UNKNOWN,F4-P3-039,REQ-5C-0045,VAL-REQ-5C-0045,flange:flange,READY_REQUIREMENT_SUPPORT,7bb95a33a3f815f8acf14b5b73a0078cc57c4a7c3e5e7cbc1c0051491b2dd532,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-027,evidence/images/DOC-RBS-II_pdfp0421_300dpi-R5B-PKG004-0034.png,DOC-RBS-II,UNKNOWN,421,UNKNOWN,F4-P3-040,REQ-5C-0046,VAL-REQ-5C-0046,web:web,READY_REQUIREMENT_SUPPORT,7bb95a33a3f815f8acf14b5b73a0078cc57c4a7c3e5e7cbc1c0051491b2dd532,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-028,evidence/images/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0040.png,DOC-RBS-II,UNKNOWN,431,UNKNOWN,F4-P4-006,REQ-5C-0052,VAL-REQ-5C-0052,sway_bracing:対傾構設計,READY_REQUIREMENT_SUPPORT,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-029,evidence/images/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0041.png,DOC-RBS-II,UNKNOWN,431,UNKNOWN,F4-P4-007,REQ-5C-0053,VAL-REQ-5C-0053,sway_bracing:対傾構骨組み寸法,READY_REQUIREMENT_SUPPORT,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-030,evidence/images/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0042.png,DOC-RBS-II,UNKNOWN,431,UNKNOWN,F4-P4-008,REQ-5C-0054,VAL-REQ-5C-0054,sway_bracing:対傾構水平荷重載荷方法,READY_REQUIREMENT_SUPPORT,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,Internal verification; originals not bundled; confirm redistribution rights,SPOTCHECKED_OK,
EVH-031,evidence/images/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0043.png,DOC-RBS-II,UNKNOWN,431,UNKNOWN,F4-P4-009,REQ-5C-0055,VAL-REQ-5C-0055,sway_bracing:対傾構断面指定,READY_REQUIREMENT_SUPPORT,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-032,evidence/images/DOC-RBS-II_pdfp0433_300dpi-R5B-PKG004-0044.png,DOC-RBS-II,UNKNOWN,433,UNKNOWN,F4-P4-010,REQ-5C-0056,VAL-REQ-5C-0056,lateral_bracing:横構断面指定,READY_REQUIREMENT_SUPPORT,f98611aa22e7dc5b62c6108437c39c86092dbe5357acd9fb9e2c47de2ae2684c,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-033,evidence/images/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0045.png,DOC-RBS-II,UNKNOWN,431,UNKNOWN,F4-P4-011,REQ-5C-0057,VAL-REQ-5C-0057,sway_bracing:BuiltUP断面指定,READY_REQUIREMENT_SUPPORT,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-034,evidence/images/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0046.png,DOC-RBS-II,UNKNOWN,431,UNKNOWN,F4-P4-012,REQ-5C-0058,VAL-REQ-5C-0058,sway_bracing:支点上対傾構横桁形状変更,READY_REQUIREMENT_SUPPORT,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-035,evidence/images/DOC-RBS-II_pdfp0433_300dpi-R5B-PKG004-0047.png,DOC-RBS-II,UNKNOWN,433,UNKNOWN,F4-P4-013,REQ-5C-0059,VAL-REQ-5C-0059,lateral_bracing:横構骨組み組み方変更,READY_REQUIREMENT_SUPPORT,f98611aa22e7dc5b62c6108437c39c86092dbe5357acd9fb9e2c47de2ae2684c,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-036,evidence/images/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0048.png,DOC-RBS-II,UNKNOWN,431,UNKNOWN,F4-P4-014,REQ-5C-0060,VAL-REQ-5C-0060,sway_bracing:対傾構斜材溶接向き変更,READY_REQUIREMENT_SUPPORT,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-037,evidence/images/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0049.png,DOC-RBS-II,UNKNOWN,431,UNKNOWN,F4-P4-015,REQ-5C-0061,VAL-REQ-5C-0061,sway_bracing:対傾構水平荷重受け持ち組数変更,READY_REQUIREMENT_SUPPORT,27b06f1c3bab705b8c214155d61a3c2af41f255ddb9398161f337c485cbedbb8,Internal verification; originals not bundled; confirm redistribution rights,SPOTCHECKED_OK,
EVH-038,evidence/images/DOC-RBS-II_pdfp0433_300dpi-R5B-PKG004-0050.png,DOC-RBS-II,UNKNOWN,433,UNKNOWN,F4-P4-016,REQ-5C-0062,VAL-REQ-5C-0062,lateral_bracing:横構配置図作成,READY_REQUIREMENT_SUPPORT,f98611aa22e7dc5b62c6108437c39c86092dbe5357acd9fb9e2c47de2ae2684c,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-039,evidence/images/DOC-RBS-II_pdfp0433_300dpi-R5B-PKG004-0051.png,DOC-RBS-II,UNKNOWN,433,UNKNOWN,F4-P4-017,REQ-5C-0063,VAL-REQ-5C-0063,lateral_bracing:横構細長比一次部材変更,READY_REQUIREMENT_SUPPORT,f98611aa22e7dc5b62c6108437c39c86092dbe5357acd9fb9e2c47de2ae2684c,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-040,evidence/images/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0052.png,DOC-RBS-II,UNKNOWN,427,UNKNOWN,F4-P4-018,REQ-5C-0064,VAL-REQ-5C-0064,support_stiffener:支点上補剛材設計,READY_REQUIREMENT_SUPPORT,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-041,evidence/images/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0053.png,DOC-RBS-II,UNKNOWN,427,UNKNOWN,F4-P4-019,REQ-5C-0065,VAL-REQ-5C-0065,support_stiffener:支点上補剛材入力項目,READY_REQUIREMENT_SUPPORT,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-042,evidence/images/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0054.png,DOC-RBS-II,UNKNOWN,427,UNKNOWN,F4-P4-020,REQ-5C-0066,VAL-REQ-5C-0066,support_stiffener:支点上補剛材グループ番号,READY_REQUIREMENT_SUPPORT,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-043,evidence/images/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0055.png,DOC-RBS-II,UNKNOWN,427,UNKNOWN,F4-P4-021,REQ-5C-0067,VAL-REQ-5C-0067,support_stiffener:支点上補剛材計算条件,READY_REQUIREMENT_SUPPORT,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-044,evidence/images/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0056.png,DOC-RBS-II,UNKNOWN,427,UNKNOWN,F4-P4-022,REQ-5C-0068,VAL-REQ-5C-0068,support_stiffener:支点上補強リブ照査,READY_REQUIREMENT_SUPPORT,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-045,evidence/images/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0057.png,DOC-RBS-II,UNKNOWN,201,UNKNOWN,F4-P4-023,REQ-5C-0069,VAL-REQ-5C-0069,intermediate_stiffener:中間補剛材設計,READY_REQUIREMENT_SUPPORT,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-046,evidence/images/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0058.png,DOC-RBS-II,UNKNOWN,201,UNKNOWN,F4-P4-024,REQ-5C-0070,VAL-REQ-5C-0070,intermediate_stiffener:中間補剛材格点断面指定,READY_REQUIREMENT_SUPPORT,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-047,evidence/images/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0059.png,DOC-RBS-II,UNKNOWN,201,UNKNOWN,F4-P4-025,REQ-5C-0071,VAL-REQ-5C-0071,intermediate_stiffener:中間補剛材計算書書式,READY_REQUIREMENT_SUPPORT,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-048,evidence/images/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0060.png,DOC-RBS-II,UNKNOWN,201,UNKNOWN,F4-P4-026,REQ-5C-0072,VAL-REQ-5C-0072,intermediate_stiffener:水平補剛材ラップ照査,READY_REQUIREMENT_SUPPORT,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-049,evidence/images/DOC-RBS-II_pdfp0201_300dpi-R5B-PKG004-0061.png,DOC-RBS-II,UNKNOWN,201,UNKNOWN,F4-P4-027,REQ-5C-0073,VAL-REQ-5C-0073,intermediate_stiffener:水平補剛材ラップ照査計算書内容,READY_REQUIREMENT_SUPPORT,0af637ac1c162ff8359f08513910b68a68c3f8a9621ff7c4e8888d3ad427172a,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-050,evidence/images/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0063.png,DOC-RBS-II,UNKNOWN,427,UNKNOWN,F4-P4-029,REQ-5C-0075,VAL-REQ-5C-0075,support_stiffener:支点補剛材ボタン説明,READY_REQUIREMENT_SUPPORT,bd0963f2d2b4d9bdf7c3e7bd3974b0e8d5549463d6e73b10a8c24fe1e6784829,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-051,evidence/images/DOC-RBS-II_pdfp0080_300dpi-R5B-PKG004-0067.png,DOC-RBS-II,UNKNOWN,80,UNKNOWN,F4-P5-001,REQ-5C-0079,VAL-REQ-5C-0079,analysis_input_generation:解析データ作成,READY_REQUIREMENT_SUPPORT,8fab73e6124f32e74948f4a4c8563e19390fc7f58d5ac3e7419191985d6d72bd,Internal verification; originals not bundled; confirm redistribution rights,SPOTCHECKED_OK,
EVH-052,evidence/images/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0069.png,DOC-RBS-II,UNKNOWN,117,UNKNOWN,F4-P5-031,REQ-5C-0081,VAL-REQ-5C-0081,stress_check:許容応力度,READY_REQUIREMENT_SUPPORT,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,Internal verification; originals not bundled; confirm redistribution rights,SPOTCHECKED_OK,
EVH-053,evidence/images/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0070.png,DOC-RBS-II,UNKNOWN,117,UNKNOWN,F4-P5-049,REQ-5C-0082,VAL-REQ-5C-0082,strength_check:strength_check (covered under stress_check),READY_REQUIREMENT_SUPPORT,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-054,evidence/images/DOC-RBS-III_pdfp0404_300dpi-R5B-PKG005-0001.png,DOC-RBS-III,UNKNOWN,404,UNKNOWN,F4-P2-001,REQ-5C-0083,VAL-REQ-5C-0083,slab_thickness:床版厚の指定,READY_REQUIREMENT_SUPPORT,2772b39a81b0081525f9259326f9b2459191308ae6546bb7ee384b12e14fa07d,Internal verification; originals not bundled; confirm redistribution rights,SPOTCHECKED_OK,
EVH-055,evidence/images/DOC-RBS-III_pdfp0409_300dpi-R5B-PKG005-0002.png,DOC-RBS-III,UNKNOWN,409,UNKNOWN,F4-P2-002,REQ-5C-0084,VAL-REQ-5C-0084,haunch:ハンチ高の設定,READY_REQUIREMENT_SUPPORT,aeff06def681d6dd476e74d7091fe7dcca9a10da28f61537c26ac744358962f0,Internal verification; originals not bundled; confirm redistribution rights,SPOTCHECKED_OK,
EVH-056,evidence/images/DOC-RBS-III_pdfp0409_300dpi-R5B-PKG005-0003.png,DOC-RBS-III,UNKNOWN,409,UNKNOWN,F4-P2-003,REQ-5C-0085,VAL-REQ-5C-0085,haunch:単位系指定,READY_REQUIREMENT_SUPPORT,aeff06def681d6dd476e74d7091fe7dcca9a10da28f61537c26ac744358962f0,Internal verification; originals not bundled; confirm redistribution rights,SPOTCHECKED_OK,
EVH-057,evidence/images/DOC-RBS-III_pdfp0409_300dpi-R5B-PKG005-0004.png,DOC-RBS-III,UNKNOWN,409,UNKNOWN,F4-P2-004,REQ-5C-0086,VAL-REQ-5C-0086,haunch_geometry:ハンチ形状の設定,READY_REQUIREMENT_SUPPORT,aeff06def681d6dd476e74d7091fe7dcca9a10da28f61537c26ac744358962f0,Internal verification; originals not bundled; confirm redistribution rights,SPOTCHECKED_OK,
EVH-058,evidence/images/DOC-RBS-III_pdfp0401_300dpi-R5B-PKG005-0006.png,DOC-RBS-III,UNKNOWN,401,UNKNOWN,F4-P2-006,REQ-5C-0088,VAL-REQ-5C-0088,rc_slab:床版照査位置決定,READY_REQUIREMENT_SUPPORT,0dc9a8cef52e6a2bb4c72e6848ea852acf32f0e3de3598cb72a6c286f5ab469d,Internal verification; originals not bundled; confirm redistribution rights,SPOTCHECKED_OK,
EVH-059,evidence/images/DOC-RBS-III_pdfp0401_300dpi-R5B-PKG005-0007.png,DOC-RBS-III,UNKNOWN,401,UNKNOWN,F4-P2-007,REQ-5C-0089,VAL-REQ-5C-0089,rc_slab:かぶり量の指定,READY_REQUIREMENT_SUPPORT,0dc9a8cef52e6a2bb4c72e6848ea852acf32f0e3de3598cb72a6c286f5ab469d,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
EVH-060,evidence/images/DOC-RBS-III_pdfp0401_300dpi-R5B-PKG005-0008.png,DOC-RBS-III,UNKNOWN,401,UNKNOWN,F4-P2-008,REQ-5C-0090,VAL-REQ-5C-0090,rc_slab:配力筋照査の出力方法,READY_REQUIREMENT_SUPPORT,0dc9a8cef52e6a2bb4c72e6848ea852acf32f0e3de3598cb72a6c286f5ab469d,Internal verification; originals not bundled; confirm redistribution rights,PENDING_SPOTCHECK,
