traceability_id,feature_id,feature_category,feature_name,subfeature_name,phase_class,stage5a_class,external_source_type,priority,verification_question,why_verification_is_needed,manual_id,pdf_page,book_page,section,screen_name,manual_evidence_summary,explicit_standard_name,explicit_standard_edition,historical_edition_status,target_edition_status,numeric_value_present,formula_present,table_present,ocr_risk,blocking_for_design,related_feature_ids,stage5b_action,notes,status
T5A-0015,F4-P1-011,unit_system,デフォルト単位ルト単位値,SI単位系の初期値|src:F4-1-011,Phase1_optional,MANUAL_DEFINED,APOLLO_MANUAL_ONLY,P1,単位系切替・自動変換有無はAPOLLO仕様として整理する。外部基準の単位定義との対応表が必要かだけ Stage5B で確認する。,ソフトの単位系挙動。基準の単位定義との対応は別途質問化しうる,MAN-021,27,4-2-1,NONE,NONE,「単体プログラムの荷重などのデフォルト値は単位系によらずSI単位系の初期値です」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0017,F4-P1-012,bridge_basic_conditions,適用規模_主桁本数,RC鈑桁の主桁本数上限|src:F4-1-012,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,主桁本数上限等のソフト制限はAPOLLO仕様として記録する。,ソフト適用規模,MAN-021,22,3-2,適用範囲表,NONE,「RC鈑桁：15」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0019,F4-P1-013,bridge_basic_conditions,適用規模_主桁本数_鋼床版,鋼床版鈑桁の主桁本数上限|src:F4-1-013,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,主桁本数上限等のソフト制限はAPOLLO仕様として記録する。,ソフト適用規模,MAN-021,22,3-2,適用範囲表,NONE,「鋼床版鈑桁：10」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0021,F4-P1-014,bridge_basic_conditions,適用規模_横断線数,最大横断線数|src:F4-1-014,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,主桁本数上限等のソフト制限はAPOLLO仕様として記録する。,ソフト適用規模,MAN-021,22,3-2,適用範囲表,NONE,「横断線数 120」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0023,F4-P1-015,bridge_basic_conditions,適用規模_格点数_RC鈑桁,RC鈑桁の最大格点数|src:F4-1-015,Phase1_optional,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,主桁本数上限等のソフト制限はAPOLLO仕様として記録する。,ソフト適用規模,MAN-021,22,3-2,適用範囲表,NONE,「RC鈑桁：500」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0025,F4-P1-016,alignment,線形計算実行,Alignの直接実行|src:F4-1-016,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021,9,2-2-1,線形計算起動画面,NONE,「線形計算の実行は次の2つの方法があります」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0026,F4-P1-017,project_management,フォルダ構成,工事名以下のフォルダ構造|src:F4-1-017,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021,27,4-1 (5),NONE,NONE,「データのフォルダ構成は次のように作成されます￥y-Design-Bridge￥工事名￥Align￥Design￥Drae」,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0027,F4-P1-018,girder_layout,コントロールプログラム,非合成鈑桁の実行順序|src:F4-1-018,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021; MAN-002,NONE,11; 7,2-2-2; 2.1,コントロール画面,MAN-021「ボタンの文字が黒＆ボタンの両側が青：実行を推奨する操作」; MAN-002「左上から右下へ実行して頂く配置」,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0028,F4-P1-019,project_management,設計DB,MS-Accessベースの設計データ|src:F4-1-019,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021; MAN-002,NONE,8; 6,2-1-2; 1.3,設計データベース,MAN-021「MS-Accessのデータベースを中心として」; MAN-002「設計データ（Mdbファイル：橋梁名称橋梁名称.mdb）」,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0029,F4-P1-020,bridge_basic_conditions,単位系ヘルプ記載,ヘルプ文書の単位系|src:F4-1-020,Phase1_optional,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,主桁本数上限等のソフト制限はAPOLLO仕様として記録する。,ソフト適用規模,MAN-021,27,4-2-1,NONE,NONE,「ヘルプ文書の中の単位系は全てSI単位系です」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0031,F4-P1-021,alignment,線形計算起動,コントロールプログラムからの起動|src:F4-1-021,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,3,1.1,線形計算起動画面,NONE,「コントロールプログラムにて線形計算を起動しますと以下のダイアログが表示されます」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,YES,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0032,F4-P1-022,alignment,線形計算起動,設計データへの変換選択|src:F4-1-022,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,3,1.1,線形計算起動画面,NONE,「線形計算を行い設計データに変換するを選択しOKをクリックして下さい」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0033,F4-P1-023,alignment,座標系指定,タイトルと座標系の指定|src:F4-1-023,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,4,2.1,座標系指定画面,NONE,「タイトルと座標系の指定を行いOKをクリックして下さい」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0034,F4-P1-024,alignment,中心線作成,中心線名とステーションピッチ入力|src:F4-1-024,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,4-5,2.2,中心線作成画面,NONE,「中心線名やステーションピッチを入力します」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0035,F4-P1-025,alignment,中心線作成,直線要素の作成|src:F4-1-025,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,5,2.2,直線作成画面,NONE,「直線円クロソイドボタンにて各線形要素ダイアログが表示されます」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,YES,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0036,F4-P1-026,alignment,中心線作成,円要素の作成|src:F4-1-026,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,6,2.2,円作成画面,NONE,「円作成」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,MEDIUM,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0037,F4-P1-027,alignment,中心線作成,クロソイド要素の作成|src:F4-1-027,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,7,2.2,クロソイド作成画面,NONE,「クロソイド作成」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0039,F4-P1-029,alignment,橋台橋脚線作成,基準線名と距離の始点位置指定|src:F4-1-029,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,8,2.4,橋台橋脚線作成画面,NONE,「基準線名距離の始点位置を選択して下さい」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0040,F4-P1-030,longitudinal_alignment,縦断勾配指定,縦断勾配設定の追加|src:F4-1-030,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,10,3.1,縦断勾配指定画面,NONE,「追加をクリックしますと縦断勾配設定画面が表示されますのでダイアログ内のデータを設定してOKをクリックして下さい」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,YES,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0043,F4-P1-033,member_line_assignment,橋形状設定,サブタイトル入力と追加|src:F4-1-033,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,12,4.1,橋形状指定画面,NONE,「サブタイトルを入力後追加をクリックしこのダイアログを閉じて下さい」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0044,F4-P1-034,member_line_assignment,橋形状入力,桁端・支承線の作成|src:F4-1-034,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,13,4.2(2),桁端・支承線定義画面,NONE,「桁端線と支承線の名前と距離の設定を行って下さい」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0045,F4-P1-035,cross_section_lines,横桁線作成,距離・角度による横断線作成|src:F4-1-035,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,13,4.2(3),横桁・対傾構作成画面,NONE,「横桁線は横桁対傾構作成にて以下の作成選択ダイアログより作成方法を選択して下さい」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0046,F4-P1-036,girder_layout,桁作成,基準線に平行な鈑桁の作成|src:F4-1-036,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,14,4.2(4),桁作成画面,NONE,「基準線に平行（鈑桁）にて指定を行って下さい」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0047,F4-P1-037,alignment,座標変換,変換座標系と基準点の指定|src:F4-1-037,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,15,4.2(5),座標変換の設定画面,NONE,「変換座標系座標基準点となる交点と座標座標変換後のX軸となる交点を選択入力していただきOKをクリックして下さい」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0048,F4-P1-038,cross_section_lines,出力指定,橋軸線と横断線の出力指定|src:F4-1-038,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,16,4.2(6),出力指定画面,NONE,「線形計算結果および設計に必要な橋軸線および横断線を指定して下さい」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0049,F4-P1-039,cross_section_lines,出力指定,出力順序自動ソート|src:F4-1-039,Phase1_optional,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,16,4.2(6),出力指定画面,NONE,「出力順序自動をセットすると計算書表示順序を座標結果より内部的にソーティングされます」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,YES,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0050,F4-P1-040,cross_section_lines,線属性指定,橋軸線と横断線の線属性指定|src:F4-1-040,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,16,4.2(7),線の属性入力画面,NONE,「設計情報として橋軸線および横断線に各線属性を指定して下さい」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0051,F4-P1-041,longitudinal_alignment,線形計算変換,縦断線の確認|src:F4-1-041,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,17,5.1(1),線形計算変換画面,NONE,「線形プログラムにて指定した縦断線の出力項目および属性が確認出来ます間違った項目があった場合は線形計算まで戻り再度指定して下さい」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0052,F4-P1-042,cross_section_lines,線形計算変換,横断部材の指定|src:F4-1-042,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,18,5.1(2),線形計算変換画面,NONE,「線形プログラムにて指定した横断部材の出力項目・属性および設計の横断部材条件が確認・指定出来ます」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0053,F4-P1-043,cross_section_lines,線形計算変換,横梁の設計対象外指定|src:F4-1-043,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,18,5.1(2),線形計算変換画面,NONE,「横梁線中心横梁腹板が指定出来ますが設計では横梁は設計対象外となっております横梁線中心横梁腹板は基本的に指定しないで下さい」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0054,F4-P1-044,bridge_basic_conditions,適用規模_主桁本数,RC鈑桁の主桁本数上限|src:F4-1-044,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,主桁本数上限等のソフト制限はAPOLLO仕様として記録する。,ソフト適用規模,MAN-003,22,3-2,適用範囲表,NONE,「RC鈑桁：15」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0056,F4-P1-045,bridge_basic_conditions,適用規模_横断線数,最大横断線数|src:F4-1-045,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,主桁本数上限等のソフト制限はAPOLLO仕様として記録する。,ソフト適用規模,MAN-003,22,3-2,適用範囲表,NONE,「横断線数 120」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0058,F4-P1-046,girder_layout,コントロールプログラム,非合成鈑桁の実行順序|src:F4-1-046,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-003,NONE,11,2-2-2,コントロール画面,「左上から右下へ実行して頂く配置」,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0093,F4-P1-064,girder_layout,主桁桁端長データ,線形計算との連動|src:F4-1-064,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-005,NONE,12,3.5,主桁桁端長データ画面,「基本的に線形計算より連動されております」,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0128,F4-P2-013,slab_result_output,支点補強筋 計算書出力（国土交通省形式）,src:F4-2-013,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,設計基準が道路公団以外の場合の計算書出力ダイアログ挙動はAPOLLO仕様として整理する。,画面・出力切替のソフト仕様,MAN-006,10,NONE,3.1,NONE,設計基準が道路公団以外の場合、以下のダイヤログが表示され、「計算書出力」により、鋼道路橋設計便覧方法（死荷重曲げ変局点を算出）の計算書を出力します。,鋼道路橋設計便覧,NONE,NAME_STATED_EDITION_UNKNOWN,NOT_SELECTED,NO,YES,YES,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,UI behavior separated from design-manual content lookup,IDENTIFIED
