golden_id,domain,field_path,entity_id,raw_value,raw_unit,normalized_value,normalized_unit,semantic_class,source_record_ids,candidate_ids,calculation_locator,drawing_locator,source_priority,confidence,verification_status,promotion_status,promotion_reason,human_confirmation_id,conflict_id,standard_profile,notes
G-RPT-0012,report,report.section.CH1-PE-039,ENT-LINE-ACL,横断間隔長,,,,text,CH1-PE-039,RP-049,calc_pdf_p11,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0013,report,report.section.CH2-PE-003,ENT-LINE-ACL,2.1 一般部,,,,text,CH2-PE-003,RP-157,calc_pdf_p17,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type section_title).
G-RPT-0014,report,report.section.CH2-PE-005,ENT-LINE-ACL,§1. 設計条件,,,,text,CH2-PE-005,RP-160,calc_pdf_p18,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0015,report,report.section.CH2-PE-006,ENT-LINE-ACL,1-1 各部構成,,,,text,CH2-PE-006,RP-162,calc_pdf_p18,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0016,report,report.section.CH2-PE-007,ENT-LINE-ACL,1-2 荷重,,,,text,CH2-PE-007,RP-164,calc_pdf_p18,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0017,report,report.section.CH2-PE-008,ENT-LINE-ACL,1-3 材料,,,,text,CH2-PE-008,RP-166,calc_pdf_p18,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0018,report,report.section.CH2-PE-009,ENT-LINE-ACL,§2. 断面寸法,,,,text,CH2-PE-009,RP-168,calc_pdf_p19,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0019,report,report.section.CH2-PE-010,ENT-LINE-ACL,2-1 合成床版厚,,,,text,CH2-PE-010,RP-170,calc_pdf_p19,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0020,report,report.section.CH2-PE-011,ENT-LINE-ACL,2-2 鋼材寸法,,,,text,CH2-PE-011,RP-172,calc_pdf_p19,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0021,report,report.section.CH2-PE-012,ENT-LINE-ACL,2-3 スタッド,,,,text,CH2-PE-012,RP-174,calc_pdf_p19,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0022,report,report.section.CH2-PE-013,ENT-LINE-ACL,2-4 鉄筋配置,,,,text,CH2-PE-013,RP-176,calc_pdf_p20,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0023,report,report.section.CH2-PE-014,ENT-LINE-ACL,§3. 断面力の計算,,,,text,CH2-PE-014,RP-178,calc_pdf_p20,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0024,report,report.section.CH2-PE-015,ENT-LINE-ACL,3-1 支間部,,,,text,CH2-PE-015,RP-180,calc_pdf_p20,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0025,report,report.section.CH2-PE-016,ENT-LINE-ACL,3-1-1 合成前断面,,,,text,CH2-PE-016,RP-182,calc_pdf_p21,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0026,report,report.section.CH2-PE-017,ENT-LINE-ACL,3-1-2 合成後断面,,,,text,CH2-PE-017,RP-184,calc_pdf_p21,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0027,report,report.section.CH2-PE-018,ENT-LINE-ACL,3-2 張出部,,,,text,CH2-PE-018,RP-186,calc_pdf_p22,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0028,report,report.section.CH2-PE-019,ENT-LINE-ACL,3-2-3 張出-ハンチ折れ点,,,,text,CH2-PE-019,RP-188,calc_pdf_p27,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0029,report,report.section.CH2-PE-020,ENT-LINE-ACL,3-3 断面力の集計,,,,text,CH2-PE-020,RP-190,calc_pdf_p29,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0030,report,report.section.CH2-PE-021,ENT-LINE-ACL,§4. 疲労に対する耐久性能の照査,,,,text,CH2-PE-021,RP-192,calc_pdf_p30,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0031,report,report.section.CH2-PE-022,ENT-LINE-ACL,4-5 ずれ止めの照査,,,,text,CH2-PE-022,RP-194,calc_pdf_p38,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0032,report,report.section.CH2-PE-023,ENT-LINE-ACL,§5. 耐荷性能の照査,,,,text,CH2-PE-023,RP-196,calc_pdf_p41,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_title).
G-RPT-0033,report,report.section.CH2-PE-024,ENT-LINE-ACL,2.2 桁端部,,,,text,CH2-PE-024,RP-198,calc_pdf_p70,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type section_title).
G-RPT-0034,report,report.section.CAL-P00115-CAL-SEC-3.1-001,ENT-LINE-ACL,第3章 非合成桁の設計,,,,text,CAL-P00115-CAL-SEC-3.1-001,RP-296,calc_pdf_p115,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type section_header).
G-RPT-0035,report,report.section.CAL-P00116-CAL-SEC-3.1-001,ENT-LINE-ACL,3.1 主構断面力の計算,,,,text,CAL-P00116-CAL-SEC-3.1-001,RP-298,calc_pdf_p116,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type section_header).
G-RPT-0036,report,report.section.CAL-P00117-CAL-SEC-3.1.1-001,ENT-LINE-ACL,3.1.1 解析方針,,,,text,CAL-P00117-CAL-SEC-3.1.1-001,RP-300,calc_pdf_p117,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0037,report,report.section.CAL-P00118-CAL-SEC-3.1.2-001,ENT-LINE-ACL,3.1.2 荷重強度,,,,text,CAL-P00118-CAL-SEC-3.1.2-001,RP-304,calc_pdf_p118,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0038,report,report.section.CAL-P00119-CAL-SEC-3.1.2-001,ENT-LINE-ACL,(2) 死荷重,,,,text,CAL-P00119-CAL-SEC-3.1.2-001,RP-307,calc_pdf_p119,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0039,report,report.section.CAL-P00121-CAL-SEC-3.1.2-001,ENT-LINE-ACL,1) 死荷重詳細計算 A) ハンチ荷重,,,,text,CAL-P00121-CAL-SEC-3.1.2-001,RP-310,calc_pdf_p121,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0040,report,report.section.CAL-P00121-CAL-SEC-3.1.2-002,ENT-LINE-ACL,B) 壁高欄荷重,,,,text,CAL-P00121-CAL-SEC-3.1.2-002,RP-312,calc_pdf_p121,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0041,report,report.section.CAL-P00122-CAL-SEC-3.1.2-001,ENT-LINE-ACL,C) 左側壁高欄の荷重載荷,,,,text,CAL-P00122-CAL-SEC-3.1.2-001,RP-314,calc_pdf_p122,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0042,report,report.section.CAL-P00122-CAL-SEC-3.1.2-002,ENT-LINE-ACL,D) 左側遮音壁の荷重載荷,,,,text,CAL-P00122-CAL-SEC-3.1.2-002,RP-316,calc_pdf_p122,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0043,report,report.section.CAL-P00123-CAL-SEC-3.1.2-001,ENT-LINE-ACL,E) ノーズ部,,,,text,CAL-P00123-CAL-SEC-3.1.2-001,RP-318,calc_pdf_p123,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0044,report,report.section.CAL-P00124-CAL-SEC-3.1.2-001,ENT-LINE-ACL,a) ノーズ部の地覆荷重および壁高欄荷重(ガードレール含む),,,,text,CAL-P00124-CAL-SEC-3.1.2-001,RP-321,calc_pdf_p124,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0045,report,report.section.CAL-P00125-CAL-SEC-3.1.2-001,ENT-LINE-ACL,b) 床版拡幅部荷重,,,,text,CAL-P00125-CAL-SEC-3.1.2-001,RP-323,calc_pdf_p125,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0046,report,report.section.CAL-P00126-CAL-SEC-3.1.2-001,ENT-LINE-ACL,F) ノーズ部の床版打下ろし荷重,,,,text,CAL-P00126-CAL-SEC-3.1.2-001,RP-326,calc_pdf_p126,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0047,report,report.section.CAL-P00127-CAL-SEC-3.1.2-001,ENT-LINE-ACL,a) ノーズ部の打下ろし荷重(詳細),,,,text,CAL-P00127-CAL-SEC-3.1.2-001,RP-329,calc_pdf_p127,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0048,report,report.section.CAL-P00128-CAL-SEC-3.1.2-001,ENT-LINE-ACL,ノーズ部打下ろし荷重(続き),,,,text,CAL-P00128-CAL-SEC-3.1.2-001,RP-331,calc_pdf_p128,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0049,report,report.section.CAL-P00129-CAL-SEC-3.1.2-001,ENT-LINE-ACL,G) 床版打下し荷重 <桁端部 S1側>,,,,text,CAL-P00129-CAL-SEC-3.1.2-001,RP-334,calc_pdf_p129,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0050,report,report.section.CAL-P00130-CAL-SEC-3.1.2-001,ENT-LINE-ACL,<桁端部 S2側>,,,,text,CAL-P00130-CAL-SEC-3.1.2-001,RP-336,calc_pdf_p130,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0051,report,report.section.CAL-P00131-CAL-SEC-3.1.2-001,ENT-LINE-ACL,"<中間支点部 PR1,PR2>",,,,text,CAL-P00131-CAL-SEC-3.1.2-001,RP-338,calc_pdf_p131,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0052,report,report.section.CAL-P00132-CAL-SEC-3.1.2-001,ENT-LINE-ACL,H) 桁端部荷重 <S1側>,,,,text,CAL-P00132-CAL-SEC-3.1.2-001,RP-341,calc_pdf_p132,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0053,report,report.section.CAL-P00132-CAL-SEC-3.1.2-002,ENT-LINE-ACL,<S2側>,,,,text,CAL-P00132-CAL-SEC-3.1.2-002,RP-343,calc_pdf_p132,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0054,report,report.section.CAL-P00133-CAL-SEC-3.1.2-001,ENT-LINE-ACL,I) 巻き立てコンクリート荷重,,,,text,CAL-P00133-CAL-SEC-3.1.2-001,RP-345,calc_pdf_p133,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0055,report,report.section.CAL-P00135-CAL-SEC-3.1.2-002,ENT-LINE-ACL,(3) 活荷重 (a) 活荷重,,,,text,CAL-P00135-CAL-SEC-3.1.2-002,RP-350,calc_pdf_p135,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0056,report,report.section.CAL-P00135-CAL-SEC-3.1.2-003,ENT-LINE-ACL,(b) 衝撃係数,,,,text,CAL-P00135-CAL-SEC-3.1.2-003,RP-352,calc_pdf_p135,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0057,report,report.section.CAL-P00136-CAL-SEC-3.1.2-001,ENT-LINE-ACL,(4) 組み合わせ係数および荷重係数,,,,text,CAL-P00136-CAL-SEC-3.1.2-001,RP-355,calc_pdf_p136,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0058,report,report.section.CAL-P00137-CAL-SEC-3.1.2-001,ENT-LINE-ACL,(5) 荷重載荷図,,,,text,CAL-P00137-CAL-SEC-3.1.2-001,RP-357,calc_pdf_p137,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0059,report,report.section.CAL-P00139-CAL-SEC-3.1.2-001,ENT-LINE-ACL,(6) 死荷重反力の確認,,,,text,CAL-P00139-CAL-SEC-3.1.2-001,RP-361,calc_pdf_p139,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0060,report,report.section.CAL-P00141-CAL-SEC-3.1.3-001,ENT-LINE-ACL,3.1.3 格点座標,,,,text,CAL-P00141-CAL-SEC-3.1.3-001,RP-366,calc_pdf_p141,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0061,report,report.section.CAL-P00142-CAL-SEC-3.1.4-001,ENT-LINE-ACL,3.1.4 格点番号および部材番号,,,,text,CAL-P00142-CAL-SEC-3.1.4-001,RP-370,calc_pdf_p142,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0062,report,report.section.CAL-P00143-CAL-SEC-3.1.5-001,ENT-LINE-ACL,3.1.5 仮定剛度,,,,text,CAL-P00143-CAL-SEC-3.1.5-001,RP-373,calc_pdf_p143,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0063,report,report.section.CAL-P00145-CAL-SEC-3.1.6-001,ENT-LINE-ACL,3.1.6 格子解析データ,,,,text,CAL-P00145-CAL-SEC-3.1.6-001,RP-377,calc_pdf_p145,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0064,report,report.section.CAL-P00180-CAL-SEC-3.1.7-001,ENT-LINE-ACL,3.1.7 格子解析結果,,,,text,CAL-P00180-CAL-SEC-3.1.7-001,RP-388,calc_pdf_p180,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0065,report,report.section.CAL-P00222-CAL-SEC-3.1.8-001,ENT-LINE-ACL,3.1.8 反力および活荷重回転角,,,,text,CAL-P00222-CAL-SEC-3.1.8-001,RP-393,calc_pdf_p222,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0066,report,report.section.CAL-P00277-CAL-SEC-3.1.9-001,ENT-LINE-ACL,3.1.9 設計断面力,,,,text,CAL-P00277-CAL-SEC-3.1.9-001,RP-398,calc_pdf_p277,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0067,report,report.section.CAL-P00675-CAL-SEC-3.3-001,ENT-LINE-ACL,3.3 横桁の設計,,,,text,CAL-P00675-CAL-SEC-3.3-001,RP-727,calc_pdf_p675,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type section_header).
G-RPT-0068,report,report.section.CAL-P00676-CAL-SEC-3.3.1-001,ENT-LINE-ACL,3.3.1 設計方針,,,,text,CAL-P00676-CAL-SEC-3.3.1-001,RP-729,calc_pdf_p676,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0069,report,report.section.CAL-P00679-CAL-SEC-3.3.2-001,ENT-LINE-ACL,3.3.2 主構作用断面力,,,,text,CAL-P00679-CAL-SEC-3.3.2-001,RP-737,calc_pdf_p679,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0070,report,report.section.CAL-P00685-CAL-SEC-3.3.3-001,ENT-LINE-ACL,3.3.3 風荷重および地震荷重の影響,,,,text,CAL-P00685-CAL-SEC-3.3.3-001,RP-741,calc_pdf_p685,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
G-RPT-0071,report,report.section.CAL-P00687-CAL-SEC-3.3.4-001,ENT-LINE-ACL,3.3.4 中間横桁の設計 グループ1代表CR1-026,,,,text,CAL-P00687-CAL-SEC-3.3.4-001,RP-746,calc_pdf_p687,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type subsection_header).
